First,Last,Party,State,Ideology Score,Year,Content,Unnamed: 7,Source,Likes,Shares,Views,Sentiment,Score
,,,,,2013.0,It’s springtime and it just started snowing in NYC. What is going on with global warming?,,X,238,88,,neutral,0.5556430220603943
,,,,,2013.0,Looks like the U.S. will be having the coldest March since 1996—global warming anyone?????????,,X,519,226,,risk,0.5024532675743103
,,,,,2013.0,It’s snowing & freezing in NYC. What the hell ever happened to global warming?,,X,727,395,,risk,0.45106202363967896
,,,,,2013.0,The freezing cold weather across the country is brutal. Must be all that global warming.,,X,976,401,,risk,0.8103587031364441
,,,,,2013.0,Watch Obama push major global warming legislation early in his second term...,,X,100,67,,neutral,0.5717918276786804
,,,,,2013.0,It is snowing in Jerusalem and across Lebanon. Global warming!,,X,573,226,,neutral,0.4272031784057617
,,,,,2012.0,It's freezing and snowing in New York—we need global warming!,,X,4k,3k,,risk,0.43461814522743225
,,,,,2012.0,The concept of global warming was created by and for the Chinese in order to make U.S. manufacturing non-competitive.,,X,94k,67k,,neutral,0.6452621221542358
,,,,,2012.0,We can't destroy the competitiveness of our factories in order to prepare for nonexistent global warming. China is thrilled with us!,,X,610,286,,risk,0.8164514899253845
,,,,,2012.0,"Great article in the @NewYorkPost by Ben Garrett—""Don't Blame Sandy on Global Warming"" http://t.co/o2VHHPOa",,X,132,48,,risk,0.5077597498893738
,,,,,2012.0,It’s extremely cold in NY & NJ—not good for flood victims. Where is global warming?,,X,615,205,,risk,0.920709490776062
,,,,,2012.0,Global warming is based on faulty science and manipulated data which is proven by the emails that were leaked http://t.co/5BeAhats,,X,460,254,,risk,0.7516122460365295
,,,,,2012.0,Let's continue to destroy the competitiveness of our factories & manufacturing so we can fight mythical global warming. China is so happy!,,X,778,478,,neutral,0.6056908369064331
,,,,,2012.0,Do you believe @algore is blaming global warming for the hurricane?,,X,326,136,,risk,0.6667931079864502
,,,,,2012.0,In the 1920's people were worried about global cooling—it never happened. Now it's global warming. Give me a break!,,X,506,321,,neutral,0.44543594121932983
,,,,,2012.0,According to @BarackObama the War on Terror is over http://t.co/7SRYZNQ1 but global warming is a national (cont) http://t.co/icVj8CTJ,,X,53,13,,neutral,0.5490738153457642
,,,,,2012.0,"Waste! With a $16T debt and $1T budget deficit, @BarackObama is sending $770M overseas ""to fight global warming"" http://t.co/op9x8BYl",,X,307,176,,opportunity,0.9202367067337036
,,,,,2012.0,Global warming has been proven to be a canard repeatedly over and over again. http://t.co/RK1UoS8e The left needs a dose of reality.,,X,180,89,,risk,0.8916342258453369
,,,,,2011.0,Newly released emails prove that scientists have manipulated data on global warming. The data is unreliable. http://t.co/DdW3Hsvn,,X,393,285,,risk,0.6265578866004944
,,,,,2011.0,It snowed over 4 inches this past weekend in New York City. It is still October. So much for Global Warming.,,X,468,223,,neutral,0.5038524866104126
,,,,,2023.0,"Prime Minister Sunak of the United Kingdom has very substantially rolled back the ridiculous “Climate Mandates” that the United States is pushing on everyone, especially itself. I always knew Sunak was smart, that he wasn’t going to destroy and bankrupt his nation for fake climate alarmists that don’t have a clue. In the meantime the U.S. keeps rolling merrily along, spending Trillions of Dollars trying to do that which is not doable, while at the same time breathing in the filthy and totally untreated air floating over our once great Country from China, India, Russia, and Parts Unknown. They are all building Coal Fired Plants by the hundreds each year, and Germany, which has almost destroyed itself with its ridiculous form of the Green New Hoax, has just joined in. Congratulations to Prime Minister Sunak for recognizing this SCAM before it was too late! The Green New Hoax will take down the U.S., perhaps even sooner than our Open Border of Death. IT MUST BE STOPPED. MAGA!!!",,X,7k,25k,,risk,0.4581279754638672
,,,,,2022.0,RT: https://truthsocial.com/users/BonginoReport/statuses/109513040736992634 The Climate Hoax is fading fast!,,X,5k,21k,,neutral,0.4796147048473358
,,,,,2024.0,Other Countries are laughing at our stupidity on “Climate.” The Green New Scam is destroying our Economy and our Country!,,X,5k,37k,,risk,0.6546236276626587
,,,,,,RT @realDonaldTrump: Biden’s Climate Reparations!,,X,0,0,,neutral,0.7747943997383118
,,,,,2023.0,Biden’s Climate Reparations!,,X,3k,10k,,neutral,0.7756427526473999
,,,,,2023.0,"Andrew C. McCarthy: “This is the business climate under woke-progressive, vindictive government.”",,X,3k,12k,,risk,0.5600150227546692
,,,,,2023.0,"Prime Minister Sunak rolled back the “Climate Mandates” that the U.S. is pushing on everyone, especially itself. The U.S. keeps spending trillions while breathing in untreated air from China, India, Russia, etc. The Green New Hoax will take down the U.S. IT MUST BE STOPPED. MAGA!",,X,7k,25k,,neutral,0.7041243314743042
,,,,,2023.0,https://justthenews.com/politics-policy/environment/more-1600-scientists-including-nobel-laureates-declare-climate-crisis,,X,3k,8k,,neutral,0.4800585210323334
,,,,,2023.0,RT @realDonaldTrump: “I join a lot of Americans who have a sinking feeling that the best days of the U.S. may be behind us if this is how our political climate is going to be.” @mattwhitaker46,,X,0,0,,risk,0.5932691693305969
,,,,,2023.0,“It is very concerning—I join a lot of Americans who have a sinking feeling that the best days of the United States may be behind us if this is how our political climate is going to be.”,,X,6k,20k,,risk,0.699285089969635
,,,,,2023.0,RT @washtimes: John Kerry flops as roving climate czar in eyes of environmentalists: ‘Definitely disappointed’ https://www.washingtontimes.com/news/2023/jan/22/john-kerry-flops-roving-climate-czar-eyes-environm/,,X,0,0,,neutral,0.5172887444496155
,,,,,2022.0,RT: https://truthsocial.com/users/BonginoReport/statuses/109513040736992634 The Climate Hoax is fading fast!,,X,5k,21k,,neutral,0.4796147048473358
,,,,,2021.0,RT @EpochTimes: “They fear for their safety and the safety of their families in this hyper-political climate.” A #Michigan attorney in the…,,X,5k,0,,risk,0.817802369594574
,,,,,2020.0,RT @trish_regan: New national survey finds 62% of voters say today’s political climate prevents them from saying what they believe. I’m s…,,X,11k,0,,neutral,0.5651623010635376
,,,,,2020.0,"RT @SteveGuest: ""Biden liberal climate policies feared by unions in Pennsylvania"" ""[Joe Biden] scares me now."" Biden’s ban on fracking wo…",,X,4k,0,,neutral,0.4861259162425995
,,,,,2020.0,RT @Surabees: The radical Biden/Bernie Sanders climate plan would crush unions and kill middle-class American jobs. Washington Examiner:…,,X,3k,0,,risk,0.6037941575050354
,,,,,2020.0,RT @DonaldJTrumpJr: .@KimStrassel has a must-share column in the WSJ today on Joe Biden’s radical left climate plan. Read it so you finally…,,X,6k,0,,neutral,0.8255501985549927
,,,,,2020.0,RT @DeAnna4Congress: For the #TrumpIsNotADoctor crowd... Bill Nye is not a scientist. Greta Thunberg is not a climate expert. Hillary Cl…,,X,34k,0,,neutral,0.6960302591323853
,,,,,2013.0,Young entrepreneurs – in an economic climate like this only the strong survive. You can do it. Think Big!,,X,406,244,,opportunity,0.9261028170585632
,,,,,2012.0,Interesting -- studies show that wind farms have a warming effect on the climate,,X,162,53,,opportunity,0.4168109595775604
,,,,,2012.0,"In the 1950s, our climate was far more unstable than it has been over the last 5 years.",,X,287,77,,risk,0.9570523500442505
