first,last,party,state,ideology_score,year,source,likes,shares,views,message,independent_label,sentiment,model_label,emotion,confidence,dominant_topic,topic_probability
Donald,Trump,R,US,0.403,2013,X,210,162,,wrong used called global warming name didnt work deftly changed climate changebecause freezing,risk,-1,-1,disapproval,0.41649436950683594,"change, warming, global, climate, changed, working, wasnt, cold, didnt, called",0.843979429789123
Donald,Trump,R,US,0.403,2013,X,370,187,,another freezing day springwhat going global warming good move changing name climate changesad,risk,-1,-1,admiration,0.6000058650970459,"global, warming, climate, change, obama, let, changing, freezing, weather, fact",0.9092674900793012
Donald,Trump,R,US,0.403,2013,X,566,275,,changed name global warming climate change term global warming wasnt working cold,risk,-1,-1,neutral,0.865942120552063,"change, warming, global, climate, changed, working, wasnt, cold, didnt, called",0.9326946497887938
Donald,Trump,R,US,0.403,2012,X,221,110,,world bank tying poverty climate change wonder international organization ineffective,risk,-1,1,neutral,0.6185504794120789,"change, warming, global, climate, changed, working, wasnt, cold, didnt, called",0.92696023074444
Donald,Trump,R,US,0.403,2012,X,413,200,,reckless wasting billion climate change activity ever learn,risk,-1,1,neutral,0.9028648138046265,"global, warming, climate, change, obama, let, changing, freezing, weather, fact",0.8992045770189275
Donald,Trump,R,US,0.403,2013,X,356,302,,changed name global warming climate change concept global warming wasnt working,risk,-1,-1,neutral,0.6183461546897888,"change, warming, global, climate, changed, working, wasnt, cold, didnt, called",0.9265516834987185
Donald,Trump,R,US,0.403,2013,X,885,1k,,people gave global warming people gave obamacare,risk,-1,-1,neutral,0.9357463717460632,"global, warming, freezing, record, cold, ice, country, nuclear, hell, snow",0.8648073209609197
Donald,Trump,R,US,0.403,2013,X,422,326,,snow ice freezing weather texas arizona oklahoma hell going global warming,risk,-1,-1,neutral,0.959770143032074,"global, warming, freezing, record, cold, ice, country, nuclear, hell, snow",0.9194344816899228
Donald,Trump,R,US,0.403,2013,X,136,116,,wonder rutgers coach audacity yell player proponent global warming,risk,-1,-1,admiration,0.5481585264205933,"change, warming, global, climate, changed, working, wasnt, cold, didnt, called",0.797259936973413
Donald,Trump,R,US,0.403,2013,X,110,62,,wheres global warming one least extreme year weather record,risk,-1,-1,neutral,0.9481602311134338,"global, warming, climate, change, obama, let, changing, freezing, weather, fact",0.6691261717197774
Donald,Trump,R,US,0.403,2013,X,173,79,,much global warming earth cooling record pace,risk,-1,-1,neutral,0.854936420917511,"global, warming, freezing, record, cold, ice, country, nuclear, hell, snow",0.8657799468396952
Donald,Trump,R,US,0.403,2013,X,197,227,,surprise global cooling alarmist pushing nogrowth liberal agenda today global warming,risk,-1,-1,surprise,0.7235327363014221,"global, warming, freezing, record, cold, ice, country, nuclear, hell, snow",0.9096698821223013
Donald,Trump,R,US,0.403,2013,X,143,86,,disciple global warming summer year heat wave bad worse currentthis happened,risk,-1,-1,neutral,0.4269595742225647,"climate, new, china, warming, global, country, coldest, year, green, sunak",0.6790298528463814
Donald,Trump,R,US,0.403,2013,X,333,186,,embarrassed russia china snowden much yet obama talking global warming tuesday,risk,-1,-1,embarrassment,0.7174074649810791,"climate, new, china, warming, global, country, coldest, year, green, sunak",0.7235202236108681
Donald,Trump,R,US,0.403,2013,X,1k,915,,really cold snowing new york memorial day tell socalled scientist want global warming right,risk,-1,-1,neutral,0.8252401947975159,"global, warming, freezing, record, cold, ice, country, nuclear, hell, snow",0.5411340977156273
Donald,Trump,R,US,0.403,2013,X,105,60,,called climate change changed climate change global warming wasnt working anymoretoo cold,risk,-1,1,neutral,0.5592072606086731,"change, warming, global, climate, changed, working, wasnt, cold, didnt, called",0.9380247983046284
Donald,Trump,R,US,0.403,2013,X,23k,24k,,freezing outside hell global warming,risk,-1,-1,neutral,0.9617217183113098,"global, warming, freezing, record, cold, ice, country, nuclear, hell, snow",0.8647821612940157
Donald,Trump,R,US,0.403,2013,X,667,479,,new york freezing hell global warming need,risk,-1,-1,neutral,0.6615692377090454,"warming, global, climate, change, need, new, fast, hell, york, country",0.6027067485187769
Donald,Trump,R,US,0.403,2013,X,224,115,,snow freezing weather midsection country global warming specialist better start thinking fast,risk,-1,-1,neutral,0.6307609677314758,"global, warming, freezing, record, cold, ice, country, nuclear, hell, snow",0.8982560645162441
Donald,Trump,R,US,0.403,2013,X,43,81,,melting ice cap degree global warming predicted contrary increased ice antarctica,risk,-1,-1,neutral,0.9421107769012451,"global, warming, freezing, record, cold, ice, country, nuclear, hell, snow",0.8995944232406659
Donald,Trump,R,US,0.403,2013,X,210,162,,wrong used called global warming name didnt work deftly changed climate changebecause freezing,risk,-1,-1,disapproval,0.41649436950683594,"change, warming, global, climate, changed, working, wasnt, cold, didnt, called",0.843979429789123
Donald,Trump,R,US,0.403,2013,X,482,333,,freezing new yorkwhere hell global warming,risk,-1,-1,neutral,0.9075121879577637,"global, warming, freezing, record, cold, ice, country, nuclear, hell, snow",0.8597011530725837
Donald,Trump,R,US,0.403,2013,X,16,19,,climate changing global warming journalist lawrence solomon,risk,-1,-1,neutral,0.9612340927124023,"global, warming, climate, change, obama, let, changing, freezing, weather, fact",0.8355360843747881
Donald,Trump,R,US,0.403,2013,X,370,187,,another freezing day spring going global warming good move changing name climate change sad,risk,-1,-1,sadness,0.7676403522491455,"global, warming, climate, change, obama, let, changing, freezing, weather, fact",0.9322520939200598
Donald,Trump,R,US,0.403,2013,X,155,40,,uk freezing longest coldest winter year wheres global warming,risk,-1,-1,neutral,0.9466884136199951,"global, warming, climate, change, obama, let, changing, freezing, weather, fact",0.8979679360762381
Donald,Trump,R,US,0.403,2013,X,566,275,,changed name global warming climate change term global warming wasnt working cold,risk,-1,-1,neutral,0.865942120552063,"change, warming, global, climate, changed, working, wasnt, cold, didnt, called",0.9326946497887938
Donald,Trump,R,US,0.403,2013,X,238,88,,springtime started snowing nyc going global warming,risk,-1,-1,neutral,0.8611990809440613,"global, warming, freezing, record, cold, ice, country, nuclear, hell, snow",0.8653081633863328
Donald,Trump,R,US,0.403,2013,X,519,226,,look like coldest march since global warming anyone,risk,-1,-1,neutral,0.5898138880729675,"climate, new, china, warming, global, country, coldest, year, green, sunak",0.8802021363092836
Donald,Trump,R,US,0.403,2013,X,727,395,,snowing freezing nyc hell ever happened global warming,risk,-1,-1,neutral,0.6973361968994141,"global, warming, freezing, record, cold, ice, country, nuclear, hell, snow",0.8994507116649967
Donald,Trump,R,US,0.403,2013,X,976,401,,freezing cold weather across country brutal must global warming,risk,-1,-1,neutral,0.8869975209236145,"global, warming, freezing, record, cold, ice, country, nuclear, hell, snow",0.8991614861319952
Donald,Trump,R,US,0.403,2013,X,100,67,,watch obama push major global warming legislation early second term,risk,-1,-1,neutral,0.9488402009010315,"global, warming, climate, change, obama, let, changing, freezing, weather, fact",0.8979993644269576
Donald,Trump,R,US,0.403,2013,X,573,226,,snowing jerusalem across lebanon global warming,risk,-1,-1,neutral,0.8920067548751831,"global, warming, freezing, record, cold, ice, country, nuclear, hell, snow",0.7979047011422565
Donald,Trump,R,US,0.403,2012,X,4k,3k,,freezing snowing new yorkwe need global warming,risk,-1,-1,neutral,0.8765028119087219,"global, warming, freezing, record, cold, ice, country, nuclear, hell, snow",0.5567281257712078
Donald,Trump,R,US,0.403,2012,X,94k,67k,,concept global warming created chinese order make manufacturing noncompetitive,risk,-1,-1,neutral,0.7347895503044128,"warming, global, climate, change, need, new, fast, hell, york, country",0.8986810054928343
Donald,Trump,R,US,0.403,2012,X,610,286,,cant destroy competitiveness factory order prepare nonexistent global warming china thrilled,risk,-1,-1,neutral,0.5221903324127197,"warming, global, climate, change, need, new, fast, hell, york, country",0.8985741482304562
Donald,Trump,R,US,0.403,2012,X,132,48,,great article new york post ben garrettdont blame sandy global warming,risk,-1,-1,admiration,0.7818356156349182,"warming, global, climate, change, need, new, fast, hell, york, country",0.8840404656643067
Donald,Trump,R,US,0.403,2012,X,615,205,,extremely cold ny njnot good flood victim global warming,risk,-1,-1,neutral,0.6176306009292603,"global, warming, freezing, record, cold, ice, country, nuclear, hell, snow",0.5065172740481914
Donald,Trump,R,US,0.403,2012,X,460,254,,global warming based faulty science manipulated data proven email leaked,risk,-1,-1,neutral,0.8888054490089417,"global, warming, freezing, record, cold, ice, country, nuclear, hell, snow",0.8846683650509867
Donald,Trump,R,US,0.403,2012,X,778,478,,let continue destroy competitiveness factory manufacturing fight mythical global warming china happy,risk,-1,-1,neutral,0.6247361898422241,"warming, global, climate, change, need, new, fast, hell, york, country",0.9186625333256444
Donald,Trump,R,US,0.403,2012,X,326,136,,believe algore blaming global warming hurricane,risk,-1,-1,neutral,0.8868019580841064,"global, warming, freezing, record, cold, ice, country, nuclear, hell, snow",0.8369626016310373
Donald,Trump,R,US,0.403,2012,X,506,321,,people worried global coolingit never happened global warming give break,risk,-1,-1,neutral,0.28342387080192566,"global, warming, freezing, record, cold, ice, country, nuclear, hell, snow",0.8844837306440049
Donald,Trump,R,US,0.403,2012,X,53,13,,according obama war terror global warming national crisis,risk,-1,-1,neutral,0.9485962390899658,"global, warming, freezing, record, cold, ice, country, nuclear, hell, snow",0.5601411928412664
Donald,Trump,R,US,0.403,2012,X,307,176,,waste debt budget deficit sending overseas fight global warming,risk,-1,-1,neutral,0.9079791903495789,"warming, global, climate, change, need, new, fast, hell, york, country",0.8368261850925159
Donald,Trump,R,US,0.403,2012,X,180,89,,global warming proven canard repeatedly left need dose reality,risk,-1,-1,neutral,0.9496753811836243,"warming, global, climate, change, need, new, fast, hell, york, country",0.8842849289602674
Donald,Trump,R,US,0.403,2011,X,393,285,,newly released email prove scientist manipulated data global warming data unreliable,risk,-1,-1,neutral,0.7971173524856567,"global, warming, freezing, record, cold, ice, country, nuclear, hell, snow",0.8995928559428019
Donald,Trump,R,US,0.403,2011,X,468,223,,snowed inch past weekend new york city still october much global warming,risk,-1,-1,neutral,0.9161955118179321,"warming, global, climate, change, need, new, fast, hell, york, country",0.8363316182945381
Donald,Trump,R,US,0.403,2023,X,7k,25k,,prime minister sunak united kingdom substantially rolled back ridiculous climate mandate united state pushing everyone especially always knew sunak smart wasnt going destroy bankrupt nation fake climate alarmist dont clue meantime keep rolling merrily along spending trillion dollar trying doable time breathing filthy totally untreated air floating great country china india russia part unknown building coal fired plant hundred year germany almost destroyed ridiculous form green new hoax joined congratulation prime minister sunak recognizing scam late green new hoax take perhaps even sooner open border death must stopped maga,risk,-1,-1,neutral,0.7419272065162659,"climate, new, china, warming, global, country, coldest, year, green, sunak",0.8138669141056184
Donald,Trump,R,US,0.403,2022,X,5k,21k,,climate hoax fading fast,risk,-1,-1,neutral,0.8602532148361206,"warming, global, climate, change, need, new, fast, hell, york, country",0.8378385474966088
Donald,Trump,R,US,0.403,2024,X,5k,37k,,country laughing stupidity climate green new scam destroying economy country,risk,-1,-1,annoyance,0.39834991097450256,"climate, new, china, warming, global, country, coldest, year, green, sunak",0.8989030238242729
Donald,Trump,R,US,0.403,2023,X,3k,10k,,bidens climate reparation,risk,-1,-1,neutral,0.945066511631012,"warming, global, climate, change, need, new, fast, hell, york, country",0.729715656157644
Donald,Trump,R,US,0.403,2023,X,7k,25k,,prime minister sunak rolled back climate mandate pushing everyone especially keep spending trillion breathing untreated air china india russia etc green new hoax take must stopped maga,risk,-1,-1,neutral,0.9617202877998352,"climate, new, china, warming, global, country, coldest, year, green, sunak",0.9635189446466285
Donald,Trump,R,US,0.403,2023,X,0,0,,join lot american sinking feeling best day may behind political climate going,risk,-1,1,neutral,0.8728111386299133,"climate, new, china, warming, global, country, coldest, year, green, sunak",0.883955315977424
Donald,Trump,R,US,0.403,2022,X,5k,21k,,climate hoax fading fast,risk,-1,-1,neutral,0.8602532148361206,"warming, global, climate, change, need, new, fast, hell, york, country",0.8378385474966088
Donald,Trump,R,US,0.403,2020,X,3k,0,,radical bidenbernie sander climate plan would crush union kill middleclass american job washington examiner,risk,-1,-1,neutral,0.9089580178260803,"warming, global, climate, change, need, new, fast, hell, york, country",0.8650627813529328
Donald,Trump,R,US,0.403,2020,X,6k,0,,mustshare column wsj today joe bidens radical left climate plan read finally,risk,-1,-1,neutral,0.9681320786476135,"warming, global, climate, change, need, new, fast, hell, york, country",0.8995321710640838
Donald,Trump,R,US,0.403,2012,X,162,53,,interesting study show wind farm warming effect climate,risk,-1,-1,neutral,0.4346410632133484,"change, warming, global, climate, changed, working, wasnt, cold, didnt, called",0.8388005938218661
Donald,Trump,R,US,0.403,2012,X,287,77,,climate far unstable last year,risk,-1,-1,neutral,0.7694126963615417,"climate, new, china, warming, global, country, coldest, year, green, sunak",0.7258146862916555
