first,last,party,state,ideology_score,region,year,source,likes,shares,views,message,independent_label,sentiment,model_label,emotion,confidence,dominant_topic,topic_probability
Donald,Trump,R,US,0.403,US,2013.0,X,105,60,,called climate change changed climate change global warming working anymoretoo cold,risk,-1,-1,neutral,0.9179719090461731,"climate, change, warming, global, working, changed, cold, called, state, weather",0.9327374591651943
Donald,Trump,R,US,0.403,US,2013.0,X,323,268,,chinese talk climate change carbon footprint clean factoriesbut sell equipment clean,risk,-1,1,neutral,0.9498552680015564,"climate, warming, global, change, air, going, clean, nuclear, country, obama",0.8989689862743713
Donald,Trump,R,US,0.403,US,2013.0,X,210,162,,wrong used called global warming name work deftly changed climate changebecause freezing,risk,-1,-1,neutral,0.6817626357078552,"climate, change, warming, global, work, anymore, changed, world, freezing, let",0.9322604929628525
Donald,Trump,R,US,0.403,US,2013.0,X,370,187,,another freezing day springwhat going global warming good move changing name climate changesad,risk,-1,-1,admiration,0.6000058650970459,"climate, warming, global, change, air, going, clean, nuclear, country, obama",0.908758753476055
Donald,Trump,R,US,0.403,US,2013.0,X,566,275,,changed name global warming climate change term global warming wasnt working cold,risk,-1,-1,neutral,0.865942120552063,"climate, change, warming, global, working, changed, cold, called, state, weather",0.61288146087834
Donald,Trump,R,US,0.403,US,2012.0,X,221,110,,world bank tying poverty climate change wonder international organization ineffective,risk,-1,1,neutral,0.6185504794120789,"climate, change, warming, global, work, anymore, changed, world, freezing, let",0.9269318546480487
Donald,Trump,R,US,0.403,US,2012.0,X,413,200,,reckless wasting billion climate change activity ever learn,risk,-1,1,neutral,0.9028648138046265,"climate, warming, global, change, air, going, clean, nuclear, country, obama",0.8990806544547396
Donald,Trump,R,US,0.403,US,2013.0,X,356,302,,changed name global warming climate change concept global warming working,risk,-1,-1,neutral,0.9100959897041321,"climate, change, warming, global, working, changed, cold, called, state, weather",0.7161479737574297
Donald,Trump,R,US,0.403,US,2013.0,X,885,1k,,people gave global warming people gave obamacare,risk,-1,-1,neutral,0.9357463717460632,"global, warming, ice, record, people, freezing, cold, snow, coldest, country",0.8655567865943233
Donald,Trump,R,US,0.403,US,2013.0,X,422,326,,snow ice freezing weather texas arizona oklahoma hell going global warming,risk,-1,-1,neutral,0.959770143032074,"global, warming, ice, record, people, freezing, cold, snow, coldest, country",0.9189437174258236
Donald,Trump,R,US,0.403,US,2013.0,X,136,116,,wonder rutgers coach audacity yell player proponent global warming,risk,-1,-1,admiration,0.5481585264205933,"global, warming, ice, record, people, freezing, cold, snow, coldest, country",0.7970266154265603
Donald,Trump,R,US,0.403,US,2013.0,X,110,62,,wheres global warming one least extreme year weather record,risk,-1,-1,neutral,0.9481602311134338,"climate, change, warming, global, working, changed, cold, called, state, weather",0.8836625444026894
Donald,Trump,R,US,0.403,US,2013.0,X,173,79,,much global warming earth cooling record pace,risk,-1,-1,neutral,0.854936420917511,"global, warming, ice, record, people, freezing, cold, snow, coldest, country",0.8655779544026568
Donald,Trump,R,US,0.403,US,2013.0,X,197,227,,surprise global cooling alarmist pushing nogrowth liberal agenda today global warming,risk,-1,-1,surprise,0.7235327363014221,"global, warming, ice, record, people, freezing, cold, snow, coldest, country",0.9098823521299926
Donald,Trump,R,US,0.403,US,2013.0,X,143,86,,disciple global warming summer year heat wave bad worse currentthis happened,risk,-1,-1,neutral,0.4269595742225647,"warming, global, cold, change, climate, hell, need, new, freezing, country",0.5844662622693224
Donald,Trump,R,US,0.403,US,2013.0,X,333,186,,embarrassed russia china snowden much yet obama talking global warming tuesday,risk,-1,-1,embarrassment,0.7174074649810791,"climate, warming, global, change, air, going, clean, nuclear, country, obama",0.5266172181422191
Donald,Trump,R,US,0.403,US,2013.0,X,1k,915,,really cold snowing new york memorial day tell socalled scientist want global warming right,risk,-1,-1,neutral,0.8252401947975159,"warming, global, cold, change, climate, hell, need, new, freezing, country",0.9372729374848704
Donald,Trump,R,US,0.403,US,2013.0,X,105,60,,called climate change changed climate change global warming working anymoretoo cold,risk,-1,-1,neutral,0.9179719090461731,"climate, change, warming, global, working, changed, cold, called, state, weather",0.9327374591651943
Donald,Trump,R,US,0.403,US,2013.0,X,23k,24k,,freezing outside hell global warming,risk,-1,-1,neutral,0.9617217183113098,"warming, global, cold, change, climate, hell, need, new, freezing, country",0.8647310500834492
Donald,Trump,R,US,0.403,US,2013.0,X,667,479,,new york freezing hell global warming need,risk,-1,-1,neutral,0.6615692377090454,"warming, global, cold, change, climate, hell, need, new, freezing, country",0.8989960867770519
Donald,Trump,R,US,0.403,US,2013.0,X,224,115,,snow freezing weather midsection country global warming specialist better start thinking fast,risk,-1,-1,neutral,0.6307609677314758,"global, warming, ice, record, people, freezing, cold, snow, coldest, country",0.5017370559116271
Donald,Trump,R,US,0.403,US,2013.0,X,43,81,,melting ice cap degree global warming predicted contrary increased ice antarctica,risk,-1,-1,neutral,0.9421107769012451,"global, warming, ice, record, people, freezing, cold, snow, coldest, country",0.8993552754097875
Donald,Trump,R,US,0.403,US,2013.0,X,210,162,,wrong used called global warming name work deftly changed climate changebecause freezing,risk,-1,-1,neutral,0.6817626357078552,"climate, change, warming, global, work, anymore, changed, world, freezing, let",0.9322604929628525
Donald,Trump,R,US,0.403,US,2013.0,X,482,333,,freezing new yorkwhere hell global warming,risk,-1,-1,neutral,0.9075121879577637,"warming, global, cold, change, climate, hell, need, new, freezing, country",0.8646948294827577
Donald,Trump,R,US,0.403,US,2013.0,X,16,19,,climate changing global warming journalist lawrence solomon,risk,-1,-1,neutral,0.9612340927124023,"climate, warming, global, change, air, going, clean, nuclear, country, obama",0.4761159313470939
Donald,Trump,R,US,0.403,US,2013.0,X,370,187,,another freezing day spring going global warming good move changing name climate change sad,risk,-1,-1,sadness,0.7676403522491455,"climate, warming, global, change, air, going, clean, nuclear, country, obama",0.9318951766310413
Donald,Trump,R,US,0.403,US,2013.0,X,155,40,,uk freezing longest coldest winter year wheres global warming,risk,-1,-1,neutral,0.9466884136199951,"global, warming, ice, record, people, freezing, cold, snow, coldest, country",0.8976639457047266
Donald,Trump,R,US,0.403,US,2013.0,X,566,275,,changed name global warming climate change term global warming wasnt working cold,risk,-1,-1,neutral,0.865942120552063,"climate, change, warming, global, working, changed, cold, called, state, weather",0.61288146087834
Donald,Trump,R,US,0.403,US,2013.0,X,238,88,,springtime started snowing nyc going global warming,risk,-1,-1,neutral,0.8611990809440613,"warming, global, cold, change, climate, hell, need, new, freezing, country",0.8639241874652961
Donald,Trump,R,US,0.403,US,2013.0,X,519,226,,look like coldest march since global warming anyone,risk,-1,-1,neutral,0.5898138880729675,"global, warming, ice, record, people, freezing, cold, snow, coldest, country",0.8846397035190975
Donald,Trump,R,US,0.403,US,2013.0,X,727,395,,snowing freezing nyc hell ever happened global warming,risk,-1,-1,neutral,0.6973361968994141,"warming, global, cold, change, climate, hell, need, new, freezing, country",0.8989261780103516
Donald,Trump,R,US,0.403,US,2013.0,X,976,401,,freezing cold weather across country brutal must global warming,risk,-1,-1,neutral,0.8869975209236145,"warming, global, cold, change, climate, hell, need, new, freezing, country",0.8981352479024589
Donald,Trump,R,US,0.403,US,2013.0,X,100,67,,watch obama push major global warming legislation early second term,risk,-1,-1,neutral,0.9488402009010315,"climate, warming, global, change, air, going, clean, nuclear, country, obama",0.8974270199969822
Donald,Trump,R,US,0.403,US,2013.0,X,573,226,,snowing jerusalem across lebanon global warming,risk,-1,-1,neutral,0.8920067548751831,"warming, global, cold, change, climate, hell, need, new, freezing, country",0.7958827934582088
Donald,Trump,R,US,0.403,US,2012.0,X,4k,3k,,freezing snowing new yorkwe need global warming,risk,-1,-1,neutral,0.8765028119087219,"warming, global, cold, change, climate, hell, need, new, freezing, country",0.8843685611435016
Donald,Trump,R,US,0.403,US,2012.0,X,94k,67k,,concept global warming created chinese order make manufacturing noncompetitive,risk,-1,-1,neutral,0.7347895503044128,"global, warming, ice, record, people, freezing, cold, snow, coldest, country",0.899223183325716
Donald,Trump,R,US,0.403,US,2012.0,X,610,286,,ca destroy competitiveness factory order prepare nonexistent global warming china thrilled,risk,-1,-1,neutral,0.5061067342758179,"global, warming, ice, record, people, freezing, cold, snow, coldest, country",0.909927527495319
Donald,Trump,R,US,0.403,US,2012.0,X,132,48,,great article new york post ben garrettdo blame sandy global warming,risk,-1,-1,admiration,0.8908390402793884,"warming, global, cold, change, climate, hell, need, new, freezing, country",0.8839097695510055
Donald,Trump,R,US,0.403,US,2012.0,X,615,205,,extremely cold ny njnot good flood victim global warming,risk,-1,-1,neutral,0.6176306009292603,"global, warming, ice, record, people, freezing, cold, snow, coldest, country",0.836520793884305
Donald,Trump,R,US,0.403,US,2012.0,X,460,254,,global warming based faulty science manipulated data proven email leaked,risk,-1,-1,neutral,0.8888054490089417,"global, warming, ice, record, people, freezing, cold, snow, coldest, country",0.8850382057646238
Donald,Trump,R,US,0.403,US,2012.0,X,778,478,,let continue destroy competitiveness factory manufacturing fight mythical global warming china happy,risk,-1,-1,neutral,0.6247361898422241,"warming, global, cold, change, climate, hell, need, new, freezing, country",0.9181276024468406
Donald,Trump,R,US,0.403,US,2012.0,X,326,136,,believe algore blaming global warming hurricane,risk,-1,-1,neutral,0.8868019580841064,"climate, change, warming, global, working, changed, cold, called, state, weather",0.537473137431051
Donald,Trump,R,US,0.403,US,2012.0,X,506,321,,people worried global coolingit never happened global warming give break,risk,-1,-1,neutral,0.28342387080192566,"global, warming, ice, record, people, freezing, cold, snow, coldest, country",0.8846801906926529
Donald,Trump,R,US,0.403,US,2012.0,X,53,13,,according obama war terror global warming national crisis,risk,-1,-1,neutral,0.9485962390899658,"climate, warming, global, change, air, going, clean, nuclear, country, obama",0.8348980965413582
Donald,Trump,R,US,0.403,US,2012.0,X,307,176,,waste debt budget deficit sending overseas fight global warming,risk,-1,-1,neutral,0.9079791903495789,"global, warming, ice, record, people, freezing, cold, snow, coldest, country",0.8378083243647743
Donald,Trump,R,US,0.403,US,2012.0,X,180,89,,global warming proven canard repeatedly left need dose reality,risk,-1,-1,neutral,0.9496753811836243,"global, warming, ice, record, people, freezing, cold, snow, coldest, country",0.49579529372021447
Donald,Trump,R,US,0.403,US,2011.0,X,393,285,,newly released email prove scientist manipulated data global warming data unreliable,risk,-1,-1,neutral,0.7971173524856567,"global, warming, ice, record, people, freezing, cold, snow, coldest, country",0.8995442457505262
Donald,Trump,R,US,0.403,US,2011.0,X,468,223,,snowed inch past weekend new york city still october much global warming,risk,-1,-1,neutral,0.9161955118179321,"warming, global, cold, change, climate, hell, need, new, freezing, country",0.8375666528087026
Donald,Trump,R,US,0.403,US,2023.0,X,7k,25k,,prime minister sunak united kingdom substantially rolled back ridiculous climate mandate united state pushing everyone especially always knew sunak smart wasnt going destroy bankrupt nation fake climate alarmist dont clue meantime keep rolling merrily along spending trillion dollar trying doable time breathing filthy totally untreated air floating great country china india russia part unknown building coal fired plant hundred year germany almost destroyed ridiculous form green new hoax joined congratulation prime minister sunak recognizing scam late green new hoax take perhaps even sooner open border death must stopped maga,risk,-1,-1,neutral,0.7419272065162659,"climate, warming, global, change, air, going, clean, nuclear, country, obama",0.9844897621336044
Donald,Trump,R,US,0.403,US,2022.0,X,5k,21k,,climate hoax fading fast,risk,-1,-1,neutral,0.8602532148361206,"climate, change, warming, global, work, anymore, changed, world, freezing, let",0.8366866958708754
Donald,Trump,R,US,0.403,US,2024.0,X,5k,37k,,country laughing stupidity climate green new scam destroying economy country,risk,-1,-1,annoyance,0.39834991097450256,"climate, warming, global, change, air, going, clean, nuclear, country, obama",0.8984471702056532
Donald,Trump,R,US,0.403,US,2023.0,X,3k,10k,,bidens climate reparation,risk,-1,-1,neutral,0.945066511631012,"climate, warming, global, change, air, going, clean, nuclear, country, obama",0.7297106001830549
Donald,Trump,R,US,0.403,US,2023.0,X,7k,25k,,prime minister sunak rolled back climate mandate pushing everyone especially keep spending trillion breathing untreated air china india russia etc green new hoax take must stopped maga,risk,-1,-1,neutral,0.9617202877998352,"climate, warming, global, change, air, going, clean, nuclear, country, obama",0.9635359752033527
Donald,Trump,R,US,0.403,US,2023.0,X,0,0,,join lot american sinking feeling best day may behind political climate going,risk,-1,1,neutral,0.8728111386299133,"climate, warming, global, change, air, going, clean, nuclear, country, obama",0.8839153401069417
Donald,Trump,R,US,0.403,US,2022.0,X,5k,21k,,climate hoax fading fast,risk,-1,-1,neutral,0.8602532148361206,"climate, change, warming, global, work, anymore, changed, world, freezing, let",0.8366866958708754
Donald,Trump,R,US,0.403,US,2020.0,X,3k,0,,radical bidenbernie sander climate plan would crush union kill middleclass american job washington examiner,risk,-1,-1,neutral,0.9089580178260803,"climate, change, warming, global, working, changed, cold, called, state, weather",0.8656621756818913
Donald,Trump,R,US,0.403,US,2020.0,X,6k,0,,mustshare column wsj today joe bidens radical left climate plan read finally,risk,-1,-1,neutral,0.9681320786476135,"climate, warming, global, change, air, going, clean, nuclear, country, obama",0.8986767330061515
Donald,Trump,R,US,0.403,US,2012.0,X,162,53,,interesting study show wind farm warming effect climate,risk,-1,-1,neutral,0.4346410632133484,"climate, change, warming, global, working, changed, cold, called, state, weather",0.5098799195427599
Donald,Trump,R,US,0.403,US,2012.0,X,287,77,,climate far unstable last year,risk,-1,-1,neutral,0.7694126963615417,"climate, change, warming, global, working, changed, cold, called, state, weather",0.7306995303071703
