first,last,party,state,ideology_score,region,year,source,likes,shares,views,message,independent_label,sentiment,model_label,emotion,confidence,dominant_topic,topic_probability
Mark,Kelly,D,AZ,-0.218,West,2022.0,X,531,131.0,,impact climate change felt everywhere especially true arizona face historic drought record high temperature need take action protect planet future generation let follow science data fact,opportunity,1,1,neutral,0.7763711810112,"energy, climate, american, change, job, green, create, time, union, biden",0.9575756828327929
Markwayne,Mullin,R,OK,0.542,South,2024.0,X,44,7.0,3071,liberal would rather spin climate change rely hostile nation power double clean american energy production home,risk,-1,1,neutral,0.9603328108787537,"climate, change, need, american, clean, energy, crisis, continue, country, tax",0.9151513668603881
Markwayne,Mullin,R,OK,0.542,South,2024.0,X,170,59.0,20200,united state home strongest military world focusing climate change china running circle around navy sasc hearing week urged navy sec del toro stop trying put climate hysteria military readiness,risk,-1,1,neutral,0.9268766641616821,"climate, change, energy, action, existential, american, planet, threat, like, clean",0.9533332837615237
Markwayne,Mullin,R,OK,0.542,South,2024.0,X,58,22.0,9559,democrat climate hysteria getting ahead operational reality morning biden environmental protection agency epa announced new regulation shutter coal gas power plant across country consequence decision dire new regulation cripple already strained electric grid send electricity price skyrocketing across country american family business need forcing cost reliability take back seat emission consideration dangerous approach look forward joining republican colleague challenging decision fighting realistic solution american,risk,-1,-1,neutral,0.9040927886962891,"climate, change, need, american, clean, energy, crisis, continue, country, tax",0.9805555196441222
Marsha,Blackburn,R,TN,0.615,South,2024.0,X,640,301.0,118000,biden reelected november try spend taxpayer dollar hiring new climate activist finish war american energy,risk,-1,-1,neutral,0.8553943037986755,"energy, climate, american, change, job, green, create, time, union, biden",0.5254476664723814
Marsha,Blackburn,R,TN,0.615,South,2022.0,X,31000,5300.0,,declaring economic emergency climate emergency,risk,-1,1,neutral,0.9366737008094788,"climate, change, community, working, spending, farmer, environmental, security, american, effect",0.6888883757708267
Marsha,Blackburn,R,TN,0.615,South,2023.0,X,11000,4400.0,320400,joe biden veto tell million american funding climate change esg important retirement saving,risk,-1,-1,neutral,0.9584733843803406,"energy, climate, american, change, job, green, create, time, union, biden",0.9151514070363437
Martin,Heinrich,D,NM,-0.283,West,2024.0,X,,,,constantly seeking climate action,opportunity,1,1,neutral,0.683823823928833,"climate, change, economy, energy, environment, planet, action, policy, protect, global",0.7666663007631743
Martin,Heinrich,D,NM,-0.283,West,2024.0,X,632,201.0,84400,largest clean energy project american history right new mexico said impossiblebut pushed boosting economy powering million home creating career new mexican build family around game changer,opportunity,1,1,neutral,0.8302081823348999,"climate, change, future, clean, dont, new, energy, carbon, generation, come",0.9555554351101228
Martin,Heinrich,D,NM,-0.283,West,2023.0,X,40,11.0,2309,one year ago made largest climate investment history inflation reduction act climate action hundred saved year energy cost green job lower prescription drug cost million senior,opportunity,1,1,neutral,0.7221360206604004,"climate, change, energy, action, existential, american, planet, threat, like, clean",0.5488733408753275
Mazie,Hirono,D,HI,-0.514,West,2023.0,X,140,24.0,6643,effect climate change felt across world responsibility protect planet ive joined colleague reintroducing green new deal tackle climate crisis ill continue advocating planet every day,opportunity,1,1,neutral,0.8006104826927185,"climate, change, energy, action, existential, american, planet, threat, like, clean",0.8239100565219956
Mazie,Hirono,D,HI,-0.514,West,2024.0,X,57,30.0,3908,project aim noaa broken sized claiming noaa one main driver climate change alarm industry antiscience climatechangedenial agenda back trump put life safety million risk,opportunity,1,1,neutral,0.693239152431488,"climate, change, real, solution, gas, problem, make, funding, action, trump",0.9222221096965674
Mazie,Hirono,D,HI,-0.514,West,2017.0,X,290,175.0,,climate change religion choose believe fact science irrefutable today heard yet another trump science nominee wo even admit real,opportunity,1,-1,neutral,0.8800016045570374,"climate, change, real, solution, gas, problem, make, funding, action, trump",0.933333278470525
Michael,Bennet,D,CO,-0.232,West,2024.0,X,32,9.0,3960,colorado west front line climate change im grateful work company like innovate cuttingedge solution colorado cut harmful emission glad learn critical work last week,opportunity,1,1,gratitude,0.9027462601661682,"climate, change, economy, energy, environment, planet, action, policy, protect, global",0.9555555094615094
Michael,Bennet,D,CO,-0.232,West,2024.0,X,54,13.0,6900,colorado making progress toward achieving greenhouse gas pollution reduction goal great see state continue lead way still much work close gap must continue working together reduce harmful emission,opportunity,1,-1,admiration,0.5466195940971375,"climate, change, need, american, clean, energy, crisis, continue, country, tax",0.9508771032742105
Michael,Bennet,D,CO,-0.232,West,2024.0,X,,,,rule critical cut harmful methane pollution protect clean air reduce waste valuable energy delivering key inflation reduction act directive help protect community every corner countryresources im glad see,opportunity,1,1,joy,0.35078394412994385,"climate, change, need, agreement, community, infrastructure, protect, economy, im, address",0.9575756444356875
Michael,Bennet,D,CO,-0.232,West,2024.0,X,49,13.0,3900,colorado continues lead clean energy transition rural community central effort,opportunity,1,1,neutral,0.9279424548149109,"climate, change, need, american, clean, energy, crisis, continue, country, tax",0.6018817246107945
Mitch,McConnell,R,KY,0.404,South,2024.0,X,64,37.0,44300,potus deference climate extremist continues sell american consumer ally greater reliance dirty energy russia iran never national interest,risk,-1,1,neutral,0.9188687205314636,"climate, change, community, working, spending, farmer, environmental, security, american, effect",0.9377775872931771
Mitch,McConnell,R,KY,0.404,South,2024.0,X,158,45.0,21100,climate agenda put activist ahead american worker freezing new export permit micromanaging home appliance trying rig auto market expensive ev democrat willing trade working family livelihood kudos radical base,risk,-1,-1,neutral,0.8652750253677368,"climate, change, community, working, spending, farmer, environmental, security, american, effect",0.948148058436323
Mitch,McConnell,R,KY,0.404,South,2019.0,X,2300,1000.0,,one recent estimate say democrat green new deal would cost taxpayer trillion thats combined gdp entire world,risk,-1,1,neutral,0.9163709282875061,"climate, change, real, solution, gas, problem, make, funding, action, trump",0.6476433229489725
Mike,Crapo,R,ID,0.512,West,2024.0,X,17,4.0,1428,must continue push back biden administration attempt use mean necessary push radical climate agenda,risk,-1,-1,neutral,0.7270835041999817,"climate, change, act, energy, inflation, reduction, job, clean, economy, threat",0.928205030210004
Mike,Crapo,R,ID,0.512,West,2024.0,X,20,0.0,1403,biden administration continues push climate agenda expense use america highway,risk,-1,-1,neutral,0.9550196528434753,"climate, change, act, energy, inflation, reduction, job, clean, economy, threat",0.91515140529447
Mike,Crapo,R,ID,0.512,West,2024.0,X,12,1.0,862,investment clean energy innovation must responsibly use taxpayer dollar promote free market value principle,opportunity,1,1,neutral,0.6064797043800354,"climate, change, act, energy, inflation, reduction, job, clean, economy, threat",0.9222221215337454
Mike,Lee,R,UT,0.538,West,2024.0,X,3900,1500.0,351500,china using disinformation campaign make american worry climate change order make america dependent chinese technology battery natural resource,risk,-1,1,neutral,0.4292793571949005,"climate, change, real, solution, gas, problem, make, funding, action, trump",0.9416665542833447
Mike,Lee,R,UT,0.538,West,2024.0,X,1500,169.0,37400,obvious failure secret service try blame climate change,risk,-1,1,neutral,0.8395447731018066,"climate, change, energy, crisis, impact, reduction, act, inflation, threat, american",0.8444442488146722
Mike,Lee,R,UT,0.538,West,2024.0,X,181,28.0,13500,climatechange enthusiast kill joy always,risk,-1,-1,neutral,0.47753602266311646,"climate, change, action, global, opportunity, wont, thats, president, energy, im",0.5333332071935886
Patty,Murray,D,WA,-0.352,West,2024.0,X,247,74.0,19100,climate change urgent threat ignored im working make sure reduce emission invest protecting planet future generation every chance get,opportunity,1,1,neutral,0.4666989743709564,"energy, climate, american, change, job, green, create, time, union, biden",0.9450979026331092
Patty,Murray,D,WA,-0.352,West,2024.0,X,401,229.0,26600,climate change real urgent stop getting worse democrat passed meaningful climate action legislation history ready youre,opportunity,1,1,annoyance,0.4185539484024048,"climate, change, economy, energy, environment, planet, action, policy, protect, global",0.9416665881895226
Patty,Murray,D,WA,-0.352,West,2024.0,X,67,26.0,3562,climate change already threatwe see severe weather pattern extreme heat much democrat fought pas historic action climate keep fighting make sure building future take urgent action protect planet,opportunity,1,1,caring,0.5731337666511536,"climate, change, real, solution, gas, problem, make, funding, action, trump",0.9594202112738568
Rand,Paul,R,KY,0.891,South,2024.0,X,482,99.0,89500,climate exaggeration ignore life planet continue get better climate change real challenge endoftheworld fix smartly,risk,-1,1,neutral,0.4413773715496063,"climate, change, economy, energy, environment, planet, action, policy, protect, global",0.9222220970551012
Rand,Paul,R,KY,0.891,South,2021.0,X,599,239.0,,nearly half million dollar create climate change video game game intention spread alarmism irrational fear among school child fun interesting way,risk,-1,1,neutral,0.4841127097606659,"energy, climate, american, change, job, green, create, time, union, biden",0.9333332565332413
Rand,Paul,R,KY,0.891,South,2020.0,X,1500,452.0,,despite climate alarmist prediction human likely survive hundred million year future meantime begin creating atmosphere suitable moon planet,risk,-1,1,neutral,0.7760924696922302,"climate, change, future, clean, dont, new, energy, carbon, generation, come",0.48441327834898
Richard,Blumenthal,D,CT,-0.438,Northeast,2021.0,X,104,31.0,,climate change existential crisis remain committed addressing real immediate threat environment health economy time bold action protect precious planet generation come,opportunity,1,1,neutral,0.6525736451148987,"climate, change, economy, energy, environment, planet, action, policy, protect, global",0.9555554510479292
Richard,Blumenthal,D,CT,-0.438,Northeast,2024.0,X,91,15.0,6537,approval bidenharris admin major disaster declaration unlocks million federal dollar enable homeowner business municipality build backnot replacing rebuild resilience climate change mean new normal,opportunity,1,1,neutral,0.8403395414352417,"climate, change, need, agreement, community, infrastructure, protect, economy, im, address",0.9416664888731834
Richard,Blumenthal,D,CT,-0.438,Northeast,2019.0,X,118,56.0,,clear failure vision leadership trump distorted interpretation clean power planfailing set real carbon emission standard power plant key polluter climate change myth must stop dragging foot take action,opportunity,1,1,neutral,0.49249520897865295,"climate, change, real, solution, gas, problem, make, funding, action, trump",0.957575691058874
Roger,Marshall,R,KS,0.532,Midwest,2024.0,X,44,20.0,5708,never ending pursuit cater radical climate activist joe biden continues war american made energy actually serious taking care environment hed unleash american energy,risk,-1,-1,caring,0.5992470383644104,"energy, climate, american, change, job, green, create, time, union, biden",0.9481480932723589
Roger,Marshall,R,KS,0.532,Midwest,2023.0,X,189,40.0,10900,biden think send climate demagogue kansa tell car drive rude awakening preserving choice vehicle act protect consumer choice free market competition drive cost,risk,-1,1,neutral,0.9645686149597168,"deal, new, green, biden, drive, cost, choice, bank, consumer, car",0.9450978879742402
Ron,Johnson,R,WI,0.64,Midwest,2024.0,X,1600,611.0,29300,budget witness testified weve spent trillion combatting climate change reduced climate change wheres proof there certainly reduction climate change alarmism,risk,-1,1,neutral,0.8836789727210999,"climate, change, real, solution, gas, problem, make, funding, action, trump",0.9333332499426243
Ron,Johnson,R,WI,0.64,Midwest,2024.0,X,102,21.0,4540,democrat obsessed climate alarmism green energy boondoggle theyre clueless big government regulation selfinflicted wound american economy,risk,-1,-1,neutral,0.9167050123214722,"energy, climate, american, change, job, green, create, time, union, biden",0.7774278973133772
Ron,Johnson,R,WI,0.64,Midwest,2023.0,X,3100,1000.0,99100,climate change alarmist stop scaring child telling world end let give kid break stop pushing radical left idea,risk,-1,-1,fear,0.3961315155029297,"climate, change, need, american, clean, energy, crisis, continue, country, tax",0.9416666014112441
Ron,Johnson,R,WI,0.64,Midwest,2023.0,X,7300,1600.0,187900,climate always changed always matter much spend wo able significantly change fact better spend limited resource adapting mitigating reality,risk,-1,-1,approval,0.4957645535469055,"climate, change, economy, energy, environment, planet, action, policy, protect, global",0.9333332797442357
Shelley,Moore Capito,R,WV,0.26,South,2024.0,X,39,21.0,2428,committee uncovered democrat partisan inflation reduction act sent million dollar group glorifies hamas violence guise fighting climate change,risk,-1,-1,neutral,0.9301619529724121,"climate, change, need, agreement, community, infrastructure, protect, economy, im, address",0.9377776628986649
Shelley,Moore Capito,R,WV,0.26,South,2024.0,X,363,154.0,23300,climate justice alliance denies israel right exist actively support genocide jewish people despicable inflation reduction act sending million group promotes hatred violence guise fighting climate change,risk,-1,-1,neutral,0.7529399394989014,"climate, change, community, working, spending, farmer, environmental, security, american, effect",0.945097966928275
Shelley,Moore Capito,R,WV,0.26,South,2024.0,X,9,3.0,1541,clear biden administration chosen climate activist wellbeing america,risk,-1,-1,neutral,0.944064736366272,"climate, change, administration, biden, policy, energy, people, wont, care, farmer",0.8666664635598875
Steve,Daines,R,MT,0.52,West,2024.0,X,56,14.0,3289,joe biden kamala harris pursuit radical environmentalism liberal climate change agenda shutting state energy mining threatening montana way life,risk,-1,-1,neutral,0.8659272789955139,"climate, change, administration, biden, policy, energy, people, wont, care, farmer",0.9481480865233288
Steve,Daines,R,MT,0.52,West,2023.0,X,168,61.0,43400,activist judge even mt helping farleft environmentalist push green hallucination throat american shutting energy project support alloftheabove energy portfolio setting america dangerous path must reverse course,risk,-1,-1,neutral,0.7297208309173584,"climate, change, energy, crisis, impact, reduction, act, inflation, threat, american",0.9481480409119369
Steve,Daines,R,MT,0.52,West,2023.0,X,51,21.0,19300,biden anything fulfill green hallucination even hurting rural montana community,risk,-1,-1,neutral,0.8384462594985962,"climate, job, biden, change, american, today, policy, gas, emission, crisis",0.8833330608048952
Tammy,Baldwin,D,WI,-0.556,Midwest,2023.0,X,81,25.0,20800,community across wisconsin feeling impact climate change including hardworking farmer inflation reduction act tackling climate change expanding economic opportunity ensuring farmer continue feed world,opportunity,1,1,neutral,0.8357298374176025,"climate, change, community, working, spending, farmer, environmental, security, american, effect",0.5653942967255741
Tammy,Baldwin,D,WI,-0.556,Midwest,2024.0,X,447,166.0,9110,proud bring home investment wisconsin mean lower energy cost goodpaying union job clean energy taking climate change,opportunity,1,1,admiration,0.5994080305099487,"climate, change, future, clean, dont, new, energy, carbon, generation, come",0.4897329790404373
Tammy,Baldwin,D,WI,-0.556,Midwest,2023.0,X,56,8.0,4827,climate change immediate growing threat economy way life im excited bipartisan bill providing tool wisconsin farmer continue part solution also generating economic growth rural community,opportunity,1,1,excitement,0.7681019902229309,"climate, change, community, working, spending, farmer, environmental, security, american, effect",0.955555497606097
Tammy,Duckworth,D,IL,-0.323,Midwest,2019.0,X,235,72.0,,climate change one gravest environmental economic national security threat time already experiencing devastating effect across country,opportunity,1,1,fear,0.3363373875617981,"climate, change, community, working, spending, farmer, environmental, security, american, effect",0.65556073056011
Tammy,Duckworth,D,IL,-0.323,Midwest,2024.0,X,233,81.0,14300,climate crisis biggest threat planet ever faced thanks bidenharris administration enacted inflation reduction actwhich included biggest climate action history curbing emission clean energy job booming,opportunity,1,1,gratitude,0.9737157821655273,"climate, change, energy, crisis, impact, reduction, act, inflation, threat, american",0.8643733726754249
Tammy,Duckworth,D,IL,-0.323,Midwest,2022.0,X,244,58.0,,climate crisis also health crisis air pollution trigger higher rate asthma premature birth even cancer democrat working hard build clean energy future everyone live fuller healthier life,opportunity,1,1,neutral,0.4299651086330414,"energy, climate, change, american, clean, fuel, fossil, policy, new, democrat",0.9450979532878309
Ted,Budd,R,NC,0.639,South,2024.0,X,78,19.0,8590,loss anyone filling gas pump biden war american energy continues,risk,-1,-1,neutral,0.9474169611930847,"energy, climate, american, change, job, green, create, time, union, biden",0.5268076583886762
Ted,Budd,R,NC,0.639,South,2021.0,X,159,59.0,,percent biden infrastructure proposal help fix road bridge pushing green new deal oppose,risk,-1,-1,neutral,0.628380298614502,"climate, change, energy, crisis, impact, reduction, act, inflation, threat, american",0.6252487722287372
Ted,Budd,R,NC,0.639,South,2024.0,X,68,8.0,2674,time get back america first energy plan,risk,-1,1,neutral,0.9525957703590393,"energy, climate, american, change, job, green, create, time, union, biden",0.8133331245756361
Ted,Cruz,R,TX,0.784,South,2022.0,X,9400,5400.0,,please ignore science ignore data climate alarmist political ideology promote fact cant get way,risk,-1,-1,disapproval,0.4298655688762665,"climate, change, act, energy, inflation, reduction, job, clean, economy, threat",0.9222221546916994
Ted,Cruz,R,TX,0.784,South,2021.0,X,58000,66000.0,,rejoining paris climate agreement president biden indicates he interested view citizen paris job citizen pittsburgh agreement little affect climate harm livelihood american,risk,-1,-1,neutral,0.9624021649360657,"climate, job, biden, change, american, today, policy, gas, emission, crisis",0.933333262371351
Ted,Cruz,R,TX,0.784,South,2024.0,X,500,79.0,47100,important win american energy producer led texas lng made america cornerstone global energy security encouraging investment home past time biden administration stop holding american job hostage green climate radical,risk,-1,-1,neutral,0.6328286528587341,"energy, climate, american, change, job, green, create, time, union, biden",0.517525219551026
Tim,Kaine,D,VA,-0.247,South,2024.0,X,133,41.0,11900,climate change real threat virginia economy national security future commonwealth ive worked secure funding clean va bay transition clean energy need,opportunity,1,1,neutral,0.9109945297241211,"climate, change, need, american, clean, energy, crisis, continue, country, tax",0.9533332390364901
Tim,Kaine,D,VA,-0.247,South,2024.0,X,102,44.0,9834,care climate future commonwealththats worked pas inflation reduction act invest clean energy job future lower energy bill tackle climate crisis ensure better future generation come,opportunity,1,1,caring,0.41364434361457825,"climate, change, future, clean, dont, new, energy, carbon, generation, come",0.5891418683934375
Tim,Kaine,D,VA,-0.247,South,2024.0,X,16,3.0,1318,clean energy industry good economy virginia talented workforce environment thats voted pas inflation reduction act bipartisan infrastructure law bringing project hundred clean energy job commonwealth,opportunity,1,1,admiration,0.8141363859176636,"climate, change, act, energy, inflation, reduction, job, clean, economy, threat",0.9594202483919796
Tim,Kaine,D,VA,-0.247,South,2024.0,X,8,1.0,1736,weve worked together since governor helping save blue crab oyster ill keep working school address climate change improve coastal resiliency biodiversity,opportunity,1,1,neutral,0.5235791206359863,"climate, change, community, working, spending, farmer, environmental, security, american, effect",0.9416666130159438
Adam,Schiff,D,CA,-0.358,West,2024.0,X,115,43.0,34000,every year larger destructive fire endangering displacing californian need fight climate change devote whatever resource necessary harden protect community devastation,opportunity,1,1,neutral,0.548404335975647,"climate, change, act, energy, inflation, reduction, job, clean, economy, threat",0.915151311504572
Adam,Schiff,D,CA,-0.358,West,2024.0,X,193,49.0,12100,dont tackle climate change head problem going matter much end day fire water thats released bold detailed agenda protect planet,opportunity,1,1,neutral,0.6328941583633423,"climate, change, future, clean, dont, new, energy, carbon, generation, come",0.941666537184421
Adam,Schiff,D,CA,-0.358,West,2024.0,X,396,118.0,26400,today im rolling protecting planet agenda climate change greatest existential threat time must act decisively here need,opportunity,1,1,neutral,0.4976595342159271,"climate, change, act, energy, inflation, reduction, job, clean, economy, threat",0.9282050002300606
Bernie ,Moreno,R,OH,0.538,Midwest,2021.0,X,14,6.0,,coastal elite cry climate change reduce co emission want see done come ohio continue incentivize fracking make much easier drilling especially federal state land,risk,-1,1,neutral,0.934960126876831,"climate, change, need, american, clean, energy, crisis, continue, country, tax",0.9377776533469973
Bernie ,Moreno,R,OH,0.538,Midwest,2024.0,X,153,45.0,6577,sherrod brown inability clearly stand behind america energy worker disgrace lap dog climate cult extremist senate work tirelessly unleash american energy make nation energy dominant powerhouse,risk,-1,1,neutral,0.8425721526145935,"climate, change, energy, crisis, impact, reduction, act, inflation, threat, american",0.9533332751683822
Bernie ,Moreno,R,OH,0.538,Midwest,2024.0,X,260,91.0,19300,cant tackle wage killing inflation thats crushing working american without energy dominance sherrod brown full fledged member green new deal climate cult pretend care advocating worker reality sell every opportunity,risk,-1,1,disappointment,0.38648104667663574,"climate, change, action, global, opportunity, wont, thats, president, energy, im",0.8473653743885691
Bernie ,Sanders,I,VT,-0.511,Northeast,2024.0,X,1800,500.0,115400,climate change economic public health national security environmental problem every kind issue must transform energy system away fossil fuel save planet excuse,opportunity,1,1,neutral,0.9321625232696533,"climate, change, energy, action, existential, american, planet, threat, like, clean",0.9481480786995289
Bernie ,Sanders,I,VT,-0.511,Northeast,2024.0,X,401,105.0,75500,decade fossil fuel corporation knowingly destroyed planet shortterm profit proud vermont go state forcing fossil fuel industry pay destruction caused crisis climate change,opportunity,1,1,neutral,0.21863393485546112,"climate, change, need, american, clean, energy, crisis, continue, country, tax",0.950877134438292
Bernie ,Sanders,I,VT,-0.511,Northeast,2021.0,X,6400,1000.0,,republican colleague still refuse accept climate change real refuse accept planet going leave kid grandkids must take bold action combat climate change thats exactly going,opportunity,1,1,neutral,0.5123491883277893,"climate, change, act, energy, inflation, reduction, job, clean, economy, threat",0.9508771059393007
Bill,Cassidy,R,LA,0.459,South,2022.0,https://www.cassidy.senate.gov/newsroom/press-releases/cassidy-on-green-new-deal-nightmare-for-american-families/,,,,proposing projobs approach lowering greenhouse gas emission increased use export cleaner burning american natural gas already lowering global emission creating job louisiana united state show world family lower utility bill cleaner environment better job,opportunity,1,-1,neutral,0.9181152582168579,"climate, job, biden, change, american, today, policy, gas, emission, crisis",0.9654320694071936
Bill,Cassidy,R,LA,0.459,South,2022.0,https://www.cassidy.senate.gov/newsroom/press-releases/cassidy-op-ed-us-needs-new-path-to-lead-on-climate-policy/,,,,responsibly address climate change think first,opportunity,-1,1,neutral,0.6020083427429199,"climate, change, real, solution, gas, problem, make, funding, action, trump",0.8444440173717386
Bill,Cassidy,R,LA,0.459,South,2022.0,https://www.cassidy.senate.gov/newsroom/press-releases/cassidy-op-ed-us-needs-new-path-to-lead-on-climate-policy/,,,,reducing emission specifically global emission crucial however good energy climate policy must meet nexus environment national security economy affordable energy,opportunity,-1,1,approval,0.5299842953681946,"climate, change, energy, action, existential, american, planet, threat, like, clean",0.47796057939034836
Bill,Hagerty,R,TN,0.683,South,2024.0,X,38,12.0,2806,bidenharris admin made dependent adversary energy due green energy fantasy need unleash american energy,risk,-1,-1,neutral,0.9678270220756531,"energy, climate, american, change, job, green, create, time, union, biden",0.7177594716222965
Bill,Hagerty,R,TN,0.683,South,2024.0,X,7,3.0,1132,legislation continue reinforce commitment building cleaner resilient energy future massachusetts,opportunity,1,1,neutral,0.6810359358787537,"energy, climate, change, american, clean, fuel, fossil, policy, new, democrat",0.8962961417922878
Bill,Hagerty,R,TN,0.683,South,2024.0,X,7,3.0,1133,cutting red tape permitting process guaranteeing stakeholder participation investing innovative technology meeting climate goalswere positioning commonwealth leader clean energy economy legislation create job drive economic growth ensure sustainable future generation come want thank chair roy hard work speaker mariano leadership colleague strong support,opportunity,1,1,gratitude,0.9460346102714539,"climate, change, future, clean, dont, new, energy, carbon, generation, come",0.9717171305607514
Bill,Hagerty,R,TN,0.683,South,2022.0,X,157,73.0,,today democrat made defining choice showed american people radicalism bound choosing green energy fantasy big government need american family worker business,risk,-1,-1,neutral,0.9252967238426208,"energy, climate, american, change, job, green, create, time, union, biden",0.9416665996489952
Brian ,Schatz,D,HI,-0.443,West,2024.0,X,114,38.0,14700,celebrate beautiful planet important remember whats stake climate change dangerous threat earth ever facedweve made progress thanks inflation reduction act infrastructure law there still much work,opportunity,1,1,gratitude,0.9762484431266785,"climate, change, energy, crisis, impact, reduction, act, inflation, threat, american",0.9450979427913395
Brian ,Schatz,D,HI,-0.443,West,2024.0,X,37,9.0,1925,climate change biggest threat planet ever faced requires big bold action equal moment thats passed inflation reduction act infrastructure law continuing deliver climate solution help save planet,opportunity,1,1,neutral,0.5650327801704407,"climate, change, act, energy, inflation, reduction, job, clean, economy, threat",0.9641025139441559
Brian ,Schatz,D,HI,-0.443,West,2023.0,X,17,6.0,1923,im joining talk bipartisan forest act help drive deforestation globally fight climate change tune,opportunity,1,1,neutral,0.7139376997947693,"climate, change, economy, energy, environment, planet, action, policy, protect, global",0.9222220469924249
Chris,Van Hollen,D,MD,-0.39,Northeast,2024.0,X,40,11.0,3329,report show every nation must doubledown effort fight climate crisis need pas polluter pay climate fund act hold polluter accountable secure resource fight time retreat,opportunity,1,1,neutral,0.909380316734314,"climate, change, need, american, clean, energy, crisis, continue, country, tax",0.950877122679365
Chris,Van Hollen,D,MD,-0.39,Northeast,2023.0,X,33,8.0,3171,cost climate change theoretical already seeing pile upfrom damage caused extreme weather toll pollution take health thats passed inflation reduction act must take threat seriously,opportunity,1,1,neutral,0.5984833240509033,"climate, change, act, energy, inflation, reduction, job, clean, economy, threat",0.9481480992109899
Chris,Van Hollen,D,MD,-0.39,Northeast,2023.0,X,34,13.0,6387,fighting climate change creating clean energy job go hand hand thanks potusand work pas inflation reduction act tackling climate crisis headon growing economy every step way,opportunity,1,1,gratitude,0.9657948017120361,"climate, change, act, energy, inflation, reduction, job, clean, economy, threat",0.9594202136301693
Chuck,Schumer,D,NY,-0.354,Northeast,2024.0,X,20,6.0,2733,two year ago today made history inflation reduction act signed law democrat delivered largest action climate change ever goodpaying job lower healthcare cost,opportunity,1,1,neutral,0.3306168019771576,"climate, change, act, energy, inflation, reduction, job, clean, economy, threat",0.948148072452512
Chuck,Schumer,D,NY,-0.354,Northeast,2022.0,X,34,11.0,,fact undeniable climate change real getting worse every day continue fight real action tackle climate crisis good,opportunity,1,1,neutral,0.20347587764263153,"climate, change, administration, biden, policy, energy, people, wont, care, farmer",0.9416665331961218
Chuck,Schumer,D,NY,-0.354,Northeast,2024.0,X,393,173.0,42300,democrat focused tackling climate change lowering energy cost project trump plan would gut domestic clean energy investment empower big oil gas polluter fire thousand thousand american goodpaying clean energy job,opportunity,1,1,neutral,0.8302521109580994,"energy, climate, change, american, clean, fuel, fossil, policy, new, democrat",0.9654320509140487
Dan,Sullivan,R,AK,0.495,West,2024.0,X,30,12.0,2556,president biden think climate change existential crisis time actually think dictator march around globe bidens lng permitting freeze loselose count,risk,-1,1,neutral,0.9656193852424622,"climate, job, biden, change, american, today, policy, gas, emission, crisis",0.9333332379310527
Dan,Sullivan,R,AK,0.495,West,2023.0,X,44,18.0,6321,whats higher priority navy warfighting ship building climate change exactly braintwister people president bidens nominee lead policy pentagonhe stumped,risk,-1,-1,neutral,0.9204399585723877,"climate, change, administration, biden, policy, energy, people, wont, care, farmer",0.9416666171941503
Dan,Sullivan,R,AK,0.495,West,2024.0,X,44,17.0,5311,president biden focused final address un climate change mentioning iran twice thats indicative misguided policy priority bidenharris administration dont know,risk,-1,-1,neutral,0.8408800959587097,"climate, change, administration, biden, policy, energy, people, wont, care, farmer",0.5116185583329955
Dave ,McMcormick,R,PA,0.538,Northeast,2024.0,X,47,20.0,7458,science clear climate change happening human activity one many contributing factor controversial key question reality,opportunity,1,1,neutral,0.6257885694503784,"climate, change, economy, energy, environment, planet, action, policy, protect, global",0.9151514312873419
Dave ,McMcormick,R,PA,0.538,Northeast,2024.0,X,109,29.0,5707,american innovation make pa country energy superpower mitigating risk climate change im proud conservationist always good steward environment,opportunity,1,1,admiration,0.8915762305259705,"energy, climate, change, american, clean, fuel, fossil, policy, new, democrat",0.9450979444553272
Dave ,McMcormick,R,PA,0.538,Northeast,2024.0,X,125,45.0,6413,nothing say touch like army releasing climate change strategy warfighting strategy american deserve leader laser focused safety home abroad farleft progressive ideology,risk,-1,-1,neutral,0.9495441317558289,"climate, change, administration, biden, policy, energy, people, wont, care, farmer",0.9481480954714369
Elissa,Slotkin,D,MI,-0.358,Midwest,2021.0,X,33,13.0,,friday joined mason talk protect michigan family farm secure food supply chain make sure farmer equipped combat climate change stay competitive generation come,opportunity,1,1,neutral,0.8455917835235596,"climate, change, administration, biden, policy, energy, people, wont, care, farmer",0.9450979479189163
Elissa,Slotkin,D,MI,-0.358,Midwest,2018.0,X,193,102.0,,one piece stood sunday debate denial manmade climate change believe need treat environmental security way treat homeland security ca get serious issue acknowledge fact hand,opportunity,1,1,neutral,0.9465554356575012,"climate, change, community, working, spending, farmer, environmental, security, american, effect",0.9377777083608522
Elissa,Slotkin,D,MI,-0.358,Midwest,2019.0,https://www.legistorm.com/stormfeed/view_rss/1304747/member/3316/title/statement-by-us-rep-elissa-slotkin-on-the-green-new-deal.html,,,,someone helped author first pentagon study impact climate change military long believed need bring strong sense urgency job addressing critical issue,opportunity,1,1,neutral,0.7954304814338684,"climate, change, act, energy, inflation, reduction, job, clean, economy, threat",0.9450979690529028
Elizabeth ,Warren,D,MA,-0.747,Northeast,2024.0,X,399,142.0,49500,time accelerate towards clean energy future build green act modernize transportation system create green union job safeguard dangerous effect climate change congress pas bill,opportunity,1,1,neutral,0.9448267221450806,"climate, change, future, clean, dont, new, energy, carbon, generation, come",0.565902703974311
