first,last,party,state,ideology_score,year,source,likes,shares,views,content,independent_label,Sentiment,Score,labels_match,emotion,confidence
Marsha,Blackburn,R,TN,0.615,2024.0,X,640,301.0,118000.0,"If Biden is re-elected in November, he will try to spend $8B of US Taxpayer dollars hiring 50,000 new climate activists to finish off his war on American energy.",risk,opportunity,0.9366863369941713,0,neutral,0.7496100068092346
Marsha,Blackburn,R,TN,0.615,2022.0,X,31000,5300.0,,We should be declaring an economic emergency — not a climate emergency.,risk,risk,0.7966705560684204,1,neutral,0.7215287089347839
Marsha,Blackburn,R,TN,0.615,2023.0,X,11000,4400.0,320400.0,Joe Biden's veto tells 152 million Americans that funding climate change and ESG are more important to him than their retirement savings.,risk,opportunity,0.5560656189918518,0,neutral,0.9519868493080139
Martin,Heinrich,D,NM,-0.283,2024.0,X,,,,"U.S. Senator for NM | Husband, dad, recovering engineer. Constantly seeking climate action, a fair shot for all New Mexicans, and the best elk adovada recipes.",opportunity,opportunity,0.5714851021766663,1,neutral,0.590811014175415
Martin,Heinrich,D,NM,-0.283,2024.0,X,632,201.0,84400.0,"The largest clean energy project in American history is right here in New Mexico. They said it was impossible–but I pushed it through. Now it's boosting our economy, powering millions of homes, and creating careers New Mexicans can build families around. It's a game changer.",opportunity,opportunity,0.970654547214508,1,approval,0.5284675359725952
Martin,Heinrich,D,NM,-0.283,2023.0,X,40,11.0,2309.0,"One year ago, we made the largest climate investment in our history. But the Inflation Reduction Act is more than climate action.  It’s hundreds saved each year in energy costs.  It’s 100,000 green jobs.  And it’s lower prescription drug costs for millions of seniors.",opportunity,opportunity,0.9723048806190492,1,neutral,0.5551989078521729
Mazie,Hirono,D,HI,-0.514,2023.0,X,140,24.0,6643.0,The effects of climate change are felt across the world and it's all of our responsibility to protect our planet. I've joined my colleagues in reintroducing the Green New Deal to tackle the climate crisis and I'll continue advocating for our planet this #EarthDay & every day.,opportunity,neutral,0.8091290593147278,0,approval,0.5044780969619751
Mazie,Hirono,D,HI,-0.514,2024.0,X,57,30.0,3908.0,"Project 2025 aims for NOAA to be, “broken up and sized down,"" claiming NOAA is ""one of the main drivers of the climate change alarm industry.” This anti-science, climate-change-denial agenda that backs Trump puts the lives and safety of millions at risk.",opportunity,risk,0.7580897212028503,0,neutral,0.826353132724762
Mazie,Hirono,D,HI,-0.514,2017.0,X,290,175.0,,"Climate change isn't a religion that you can choose to believe in. The facts and science are irrefutable. But today, we heard from yet another Trump ""science"" nominee who won't even admit that it's real. #ActOnClimate",opportunity,neutral,0.8248642683029175,0,neutral,0.68016117811203
Michael,Bennet,D,CO,-0.232,2024.0,X,32,9.0,3960.0,Colorado and the West are on the front lines of climate change. That's why I'm grateful for the work of companies like to innovate cutting-edge solutions in Colorado to cut harmful emissions. I was glad to learn more about their critical work last week.,opportunity,opportunity,0.8343743085861206,1,gratitude,0.7692446708679199
Michael,Bennet,D,CO,-0.232,2024.0,X,54,13.0,6900.0,"Colorado is making progress toward achieving our greenhouse gas pollution reduction goals. It’s great to see our state continue to lead the way, but there is still much more work to do to close the gap. We must continue working together to reduce these harmful emissions.",opportunity,neutral,0.9187352061271667,0,admiration,0.6076881885528564
Michael,Bennet,D,CO,-0.232,2024.0,X,,,,"This rule from is critical to cut harmful methane pollution, protect clean air, and reduce waste of valuable energy delivering on this key Inflation Reduction Act directive to help protect communities in every corner of our country.resources. I’m glad to see ",opportunity,neutral,0.564246654510498,0,approval,0.3980388343334198
Michael,Bennet,D,CO,-0.232,2024.0,X,49,13.0,3900.0,Colorado continues to lead the clean energy transition and our rural communities are central to this effort.,opportunity,opportunity,0.7758821249008179,1,neutral,0.5110615491867065
Mitch,McConnell,R,KY,0.404,2024.0,X,64,37.0,44300.0,POTUS deference to climate extremists continues to sell out American consumers and U.S. allies. Greater reliance on dirty energy from Russia or Iran is never in the national interest.,risk,risk,0.5202056765556335,1,neutral,0.5558105111122131
Mitch,McConnell,R,KY,0.404,2024.0,X,158,45.0,21100.0,"climate agenda puts activists ahead of American workers: Freezing new export permits, micromanaging home appliances, and now trying to rig the auto market for expensive EVs. Democrats are willing to trade working families’ livelihoods for kudos from their radical base.",risk,opportunity,0.4764927923679352,0,neutral,0.8678020238876343
Mitch,McConnell,R,KY,0.404,2019.0,X,2300,1000.0,,One recent estimate says that Democrats’ “Green New Deal” would cost taxpayers $93 trillion. That’s more than the combined GDP of the entire world,neutral,opportunity,0.6322205066680908,0,neutral,0.8337056636810303
Mike,Crapo,R,ID,0.512,2024.0,X,17,4.0,1428.0, We must continue to push back on the Biden Administration’s attempts to use any means necessary to push its radical climate agenda.,risk,neutral,0.7728210687637329,0,neutral,0.55921870470047
Mike,Crapo,R,ID,0.512,2024.0,X,20,0.0,1403.0,The Biden Administration continues to push its climate agenda at the expense of all who use America’s highways.,risk,neutral,0.5750309824943542,0,neutral,0.8670510649681091
Mike,Crapo,R,ID,0.512,2024.0,X,12,1.0,862.0,"Investment in clean energy innovation must responsibly use taxpayer dollars to promote free market values and principles, not pick winners and losers based on a radical green agenda.",neural,opportunity,0.8403294682502747,0,approval,0.5014528632164001
Mike,Lee,R,UT,0.538,2024.0,X,3900,1500.0,351500.0,"Is China using a disinformation campaign to make Americans worry about climate change in order to make America more dependent on Chinese technology, batteries, and natural resources?",risk,risk,0.7140641808509827,1,curiosity,0.5361218452453613
Mike,Lee,R,UT,0.538,2024.0,X,1500,169.0,37400.0,Which of its obvious failures will Secret Service try to blame on climate change?,risk,risk,0.8043674230575562,1,curiosity,0.5680226683616638
Mike,Lee,R,UT,0.538,2024.0,X,181,28.0,13500.0,Climate-change enthusiasts kill joy. Always.,risk,opportunity,0.6736584305763245,0,neutral,0.3164917230606079
Patty,Murray,D,WA,-0.352,2024.0,X,247,74.0,19100.0,Climate change is an urgent threat and it cannot be ignored. I'm working to make sure we reduce emissions and invest in protecting our planet for future generations every chance we get.,opportunity,neutral,0.7645938396453857,0,approval,0.20698994398117065
Patty,Murray,D,WA,-0.352,2024.0,X,401,229.0,26600.0,"Climate change is real, it's urgent, and it's up to us to stop it from getting worse. Democrats passed the most meaningful climate action legislation in history, and we're ready to do more. RT if you're with us.",opportunity,neutral,0.7342714667320251,0,approval,0.4393525719642639
Patty,Murray,D,WA,-0.352,2024.0,X,67,26.0,3562.0,"Climate change is already a threat—we can see that in the severe weather patterns, extreme heat, & so much more. Democrats fought to pass historic action on climate and I will keep fighting to make sure we're building a future that takes urgent action to protect our planet.",opportunity,risk,0.7821693420410156,0,neutral,0.24472130835056305
Rand,Paul,R,KY,0.891,2024.0,X,482,99.0,89500.0,"Climate exaggerations ignore that life on the planet will continue to get better. Climate change is a real challenge, but it is not the end-of-the-world. We should fix it. Smartly.",risk,risk,0.625467836856842,1,approval,0.5086182355880737
Rand,Paul,R,KY,0.891,2021.0,X,599,239.0,,Nearly half a million dollars to create a climate change video game. This game’s intention? To spread alarmism and irrational fear among school children in a fun and interesting way.,neutral,opportunity,0.8831574320793152,0,excitement,0.26439169049263
Rand,Paul,R,KY,0.891,2020.0,X,1500,452.0,,"Despite climate alarmist predictions, humans will likely survive for hundreds of millions of years into the future. In the meantime, we should begin creating atmospheres on suitable moons or planets.",risk,neutral,0.4607673585414886,0,optimism,0.5787833333015442
Richard,Blumenthal,D,CT,-0.438,2021.0,X,104,31.0,,"Climate change is an existential crisis. This #EarthDay I remain committed to addressing its real, immediate threats to our environment, health, & economy. The time is now for bold action to protect our precious planet for generations to come.",opportunity,neutral,0.481636494398117,0,caring,0.29511305689811707
Richard,Blumenthal,D,CT,-0.438,2024.0,X,91,15.0,6537.0,"Approval by the Biden-Harris Admin of a major disaster declaration unlocks millions of federal dollars to enable homeowners, businesses, & municipalities to build back—not just replacing what was there but rebuild with resilience. Climate change means a new normal.",opportunity,opportunity,0.9181138277053832,1,neutral,0.5553662776947021
Richard,Blumenthal,D,CT,-0.438,2019.0,X,118,56.0,,"A clear failure of vision & leadership. Trump’s #DirtyPowerScam is a distorted interpretation of the Clean Power Plan—failing to set real carbon emission standards for power plants & other key polluters. Climate change is not a myth, we must stop dragging our feet & take action.",opportunity,neutral,0.560624897480011,0,disapproval,0.3035489618778229
Roger,Marshall,R,KS,0.532,2024.0,X,44,20.0,5708.0,"In his never ending pursuit to cater to radical climate activists, Joe Biden continues his war on American made energy. If he was actually serious about taking care of the environment, he'd unleash American energy",risk,neutral,0.5505998730659485,0,neutral,0.8389304876327515
Roger,Marshall,R,KS,0.532,2023.0,X,189,40.0,10900.0,"If Biden thinks he can send his climate demagogues to Kansas & tell us which cars we can drive, he's in for a rude awakening. The Preserving Choice in Vehicles Act will protect consumer choice & free market competition that drives down costs.",risk,neutral,0.6502285599708557,0,neutral,0.9166848659515381
Roger,Marshall,R,KS,0.532,2023.0,X,46,12.0,3234.0,Don't bite the hand that feeds you! Liberal Elites continue to ignore the data showing Agriculture and Forestry is the ONLY INDUSTRY that is a net carbon sink in America. Why would they be calling for agriculture emissions cuts???,neutral,neutral,0.8405800461769104,1,neutral,0.42808762192726135
Ron,Johnson,R,WI,0.64,2024.0,X,1600,611.0,29300.0,Budget witnesses have testified we’ve spent $5-6 trillion combatting climate change. Have we reduced climate change? Where’s the proof? There’s certainly not been a reduction in climate change alarmism.,risk,neutral,0.8365729451179504,0,confusion,0.49127936363220215
Ron,Johnson,R,WI,0.64,2024.0,X,102,21.0,4540.0,"Democrats are so obsessed with climate alarmism and green energy boondoggles, that they’re clueless their big government regulations are self-inflicted wounds on the American economy.",risk,risk,0.8620868921279907,1,neutral,0.717116117477417
Ron,Johnson,R,WI,0.64,2023.0,X,3100,1000.0,99100.0,Climate change alarmists should stop scaring our children by telling them the world is about to end. It's not. Let's give our kids a break and stop pushing radical left ideas on them.,risk,neutral,0.5068826675415039,0,neutral,0.33642128109931946
Ron,Johnson,R,WI,0.64,2023.0,X,7300,1600.0,187900.0,"Climate has always changed and always will. No matter how much we spend, we won't be able to significantly change that fact. Better to spend limited resources adapting to and mitigating that reality.",risk,neutral,0.7229564785957336,0,approval,0.4774589538574219
Shelley,Moore Capito,R,WV,0.26,2024.0,X,39,21.0,2428.0,Committee uncovered that the Democrats’ partisan Inflation Reduction Act sent millions of dollars to a group that glorifies Hamas violence under the guise of “fighting climate change.”,risk,risk,0.4064396619796753,1,neutral,0.9311552047729492
Shelley,Moore Capito,R,WV,0.26,2024.0,X,363,154.0,23300.0,The “Climate Justice Alliance” denies Israel’s right to exist and actively supports genocide against Jewish people. It’s despicable that the Inflation Reduction Act is sending millions to a group that promotes hatred and violence under the guise of “fighting climate change.”,risk,risk,0.4667222499847412,1,disgust,0.29033178091049194
Shelley,Moore Capito,R,WV,0.26,2024.0,X,9,3.0,1541.0,It’s clear that the Biden administration has chosen climate activists over the well-being of America.,risk,neutral,0.7192595601081848,0,neutral,0.6542110443115234
Steve,Daines,R,MT,0.52,2024.0,X,56,14.0,3289.0,Joe Biden and Kamala Harris ’ pursuit of radical environmentalism and a liberal climate change agenda is shutting down our state’s energy and mining and threatening our Montana way of life.,risk,risk,0.7601034641265869,1,disappointment,0.39271417260169983
Steve,Daines,R,MT,0.52,2023.0,X,168,61.0,43400.0,"Activist judges, even here in MT, are helping far-Left environmentalists push their green hallucination down the throats of Americans. Shutting down energy projects that support an all-of-the-above energy portfolio is setting America on a dangerous path. We must reverse course.",risk,risk,0.6725333333015442,1,neutral,0.32689374685287476
Steve,Daines,R,MT,0.52,2023.0,X,51,21.0,19300.0,"Biden will do anything to fulfill his green hallucination, even hurting rural Montana communities.",risk,risk,0.5329611897468567,1,neutral,0.8728364109992981
Tammy,Baldwin,D,WI,-0.556,2023.0,X,81,25.0,20800.0,"Communities across Wisconsin are feeling the impacts of climate change — including our hard-working farmers. With our Inflation Reduction Act, we are tackling climate change, expanding economic opportunities, and ensuring our farmers can continue to feed the world!",opportunity,opportunity,0.6241055130958557,1,approval,0.44408366084098816
Tammy,Baldwin,D,WI,-0.556,2024.0,X,447,166.0,9110.0,I am so proud to bring home this investment in Wisconsin because it means: 42% lower energy costs Good-paying union jobs Clean energy & taking on climate change,opportunity,opportunity,0.9678552746772766,1,pride,0.4255125820636749
Tammy,Baldwin,D,WI,-0.556,2023.0,X,56,8.0,4827.0,"Climate change is an immediate & growing threat to our economy & way of life. I'm excited that my bipartisan bill is providing tools for Wisconsin farmers to continue to be part of the solution, while also generating economic growth for rural communities.",opportunity,opportunity,0.7837796807289124,1,excitement,0.6750633716583252
Tammy,Duckworth,D,IL,-0.323,2019.0,X,235,72.0,,"Climate change is one of the gravest environmental, economic and national security threats of our time. We’re already experiencing its devastating effects across our country",opportunity,risk,0.9841709733009338,0,fear,0.6156678199768066
Tammy,Duckworth,D,IL,-0.323,2024.0,X,233,81.0,14300.0,"The climate crisis is the biggest threat our planet has ever faced. Thanks to the Biden-Harris Administration, we enacted the Inflation Reduction Act—which included the biggest climate action in history. Now we're curbing our emissions and clean energy jobs are booming.",opportunity,neutral,0.5247969627380371,0,gratitude,0.9832603335380554
Tammy,Duckworth,D,IL,-0.323,2022.0,X,244,58.0,,"The climate crisis is also a health crisis. Air pollution can trigger higher rates of asthma, premature births and even cancer. Democrats are working hard to build a clean energy future so everyone can live a fuller, healthier life. #ClimateIsHealth",opportunity,risk,0.8294621109962463,0,neutral,0.20873232185840607
Ted,Budd,R,NC,0.639,2024.0,X,78,19.0,8590.0,... and a loss for anyone filling up at the gas pump. Biden's war on American energy continues.,risk,risk,0.8899614810943604,1,neutral,0.7353460192680359
Ted,Budd,R,NC,0.639,2021.0,X,159,59.0,,"Only 6 percent of Biden's ""infrastructure"" proposal helps fix roads and bridges. This is about pushing the Green New Deal, and I will oppose it.",risk,neutral,0.7047540545463562,0,disapproval,0.8115922212600708
Ted,Budd,R,NC,0.639,2024.0,X,68,8.0,2674.0,It's time to get back to an America First energy plan.,neutral,neutral,0.7000660300254822,1,neutral,0.49964475631713867
Ted,Cruz,R,TX,0.784,2022.0,X,9400,5400.0,,"Please ignore the science, ignore the data. Climate alarmists have a political ideology to promote, and facts can’t get in the way….",risk,risk,0.6542155742645264,1,disapproval,0.38531258702278137
Ted,Cruz,R,TX,0.784,2021.0,X,58000,66000.0,,"By rejoining the Paris Climate Agreement, President Biden indicates he’s more interested in the views of the citizens of Paris than in the jobs of the citizens of Pittsburgh. This agreement will do little to affect the climate and will harm the livelihoods of Americans.",risk,neutral,0.6974993944168091,0,neutral,0.8397255539894104
Ted,Cruz,R,TX,0.784,2024.0,X,500,79.0,47100.0,"This is an important win for American energy producers. Led by Texas, US LNG has made America a cornerstone of global energy security while encouraging investment at home. It’s past time for the Biden administration to stop holding American jobs hostage to green climate radicals.",risk,opportunity,0.8653253316879272,0,approval,0.6261473894119263
Tim,Kaine,D,VA,-0.247,2024.0,X,133,41.0,11900.0,"Climate change is a real threat to Virginia’s economy, national security, and the future of our Commonwealth. I’ve worked to secure funding to clean VA's bays and transition to clean energy, but there's more we need to do.",opportunity,opportunity,0.486501544713974,1,neutral,0.18460476398468018
Tim,Kaine,D,VA,-0.247,2024.0,X,102,44.0,9834.0,"I care about the climate and the future of our Commonwealth—that’s why I worked to pass the Inflation Reduction Act to invest in clean energy jobs of the future, lower energy bills, tackle the climate crisis, and ensure a better future for ourselves and generations to come.",opportunity,opportunity,0.816078245639801,1,caring,0.695309579372406
Tim,Kaine,D,VA,-0.247,2024.0,X,16,3.0,1318.0,"Clean energy industries are good for our economy, Virginia's talented workforce, and the environment. That’s why I voted to pass the Inflation Reduction Act and Bipartisan Infrastructure Law, which are bringing projects and hundreds of clean energy jobs to the Commonwealth.",opportunity,opportunity,0.9093354940414428,1,approval,0.6405150890350342
Tim,Kaine,D,VA,-0.247,2024.0,X,8,1.0,1736.0,"We've worked together since I was Governor, helping save blue crabs and oysters. I’ll keep working with the school to address climate change and improve coastal resiliency and biodiversity.",opportunity,opportunity,0.8607098460197449,1,approval,0.4011366367340088
Adam,Schiff,D,CA,-0.358,2024.0,X,115,43.0,34000.0,"Every year, larger and more destructive fires are endangering and displacing Californians. We need to fight climate change, and devote whatever resources are necessary to harden and protect our communities from this devastation.",opportunity,risk,0.8834124207496643,0,desire,0.23786446452140808
Adam,Schiff,D,CA,-0.358,2024.0,X,193,49.0,12100.0,"If we don’t tackle climate change head on, our other problems are not going to matter very much at the end of the day. We will all be on fire or under water. That’s why I released a bold and detailed agenda to Protect Our Planet.",opportunity,risk,0.7153363823890686,0,neutral,0.42256176471710205
Adam,Schiff,D,CA,-0.358,2024.0,X,396,118.0,26400.0,"Today, I’m rolling out my “Protecting Our Planet” agenda. Climate change is the greatest, existential threat of our time — and we must act decisively. Here’s what we need to do.",opportunity,neutral,0.4911958873271942,0,approval,0.324535995721817
Bernie ,Moreno,R,OH,0.538,2021.0,X,14,6.0,,"If the “coastal” elites who cry climate change 24/7 on how to reduce CO2 emissions want to see how it’s done, come to Ohio. We should continue to incentivize fracking and make it much easier for drilling, especially below federal and state lands.",risk,neutral,0.8517458438873291,0,neutral,0.675950825214386
Bernie ,Moreno,R,OH,0.538,2024.0,X,153,45.0,6577.0,"Sherrod Brown's inability to clearly stand behind America's energy workers is a disgrace. He is the lap dog of the climate cult extremists. In the US Senate, I will work tirelessly to unleash American energy and make out nation an energy dominant powerhouse.",risk,neutral,0.7666427493095398,0,disappointment,0.4782962203025818
Bernie ,Moreno,R,OH,0.538,2024.0,X,260,91.0,19300.0,"We can’t tackle wage killing inflation that’s crushing working Americans without energy dominance. Sherrod Brown is a full fledged member of the Green New Deal climate cult. He pretends he cares about advocating for workers. In reality, he sells them out at every opportunity.",risk,neutral,0.6747093200683594,0,neutral,0.5964416265487671
Bernie ,Sanders,I,VT,-0.511,2024.0,X,1800,500.0,115400.0,"Climate change is an economic, public health, national security, and environmental problem. It is every kind of issue at once. We must transform our energy system away from fossil fuel NOW to save the planet. No excuses.",opportunity,risk,0.7324981689453125,0,neutral,0.43376800417900085
Bernie ,Sanders,I,VT,-0.511,2024.0,X,401,105.0,75500.0,"For decades, fossil fuel corporations knowingly destroyed our planet for short-term profits. I am proud that Vermont will go further than any other state in forcing the fossil fuel industry to pay for the destruction caused by the crisis of climate change.",opportunity,risk,0.6733236312866211,0,neutral,0.17053835093975067
Bernie ,Sanders,I,VT,-0.511,2021.0,X,6400,1000.0,,"Some of my Republican colleagues still refuse to accept that climate change is real. I refuse to accept that this is the planet we are going to leave our kids and our grandkids. We must take bold action NOW to combat climate change, and that’s exactly what we are going to do.",opportunity,neutral,0.5120327472686768,0,disapproval,0.4231323003768921
Bill,Cassidy,R,LA,0.459,2024.0,X,12,4.0,2163.0,Climate change is not the SEC’s job. STOP!,neutral,neutral,0.5508076548576355,1,disapproval,0.3712840974330902
Bill,Cassidy,R,LA,0.459,2024.0,X,19,8.0,2021.0,1/7 The WH is said to have been “crafting” an idea to create a sovereign wealth fund to support the Green New Deal & other crazy liberal fantasies. I presented this same idea to Biden-Harris WH to save Social Security from insolvency.,neutral,opportunity,0.7869840860366821,0,neutral,0.9413251876831055
Bill,Cassidy,R,LA,0.459,2019.0,X,12,28.0,,"Tonight, 2020 Dem candidates will push their Green New Deal, Medicare-For-All, and open borders agenda that will destroy our Louisiana energy industry, turn our health care system upside down, and put the lives of millions at risk. What socialist policy are you most fearful of?",risk,risk,0.7677021622657776,1,fear,0.5200228095054626
Bill,Hagerty,R,TN,0.683,2024.0,X,38,12.0,2806.0,The Biden-Harris Admin has made us dependent on our adversaries for energy due to their green energy fantasies. We need to unleash American energy.,risk,neutral,0.5651487708091736,0,desire,0.46118438243865967
Bill,Hagerty,R,TN,0.683,2024.0,X,7,3.0,1132.0,"If adopted, the SEC's proposed climate change reporting rule will have a broad impact on American consumers, jobs, & investors. It warrants review by their elected representatives.",neutral,risk,0.5253031253814697,0,neutral,0.7772588133811951
Bill,Hagerty,R,TN,0.683,2024.0,X,7,3.0,1133.0,It makes no sense for the SEC to impose onerous climate disclosures on companies just as activist climate investments are rapidly losing steam. (1/2),neutral,risk,0.6761274933815002,0,neutral,0.6155644655227661
Bill,Hagerty,R,TN,0.683,2022.0,X,157,73.0,,"Today, Democrats made defining choices that showed the American people their radicalism has no bounds, choosing green energy fantasies & big government over the needs of American families, workers, & businesses.",risk,neutral,0.6678906083106995,0,neutral,0.7243931889533997
Brian ,Schatz,D,HI,-0.443,2024.0,X,114,38.0,14700.0,"As we celebrate our beautiful planet on #EarthDay, it’s important we remember what’s at stake. Climate change is the most dangerous threat Earth has ever faced—we’ve made progress thanks to the Inflation Reduction Act and the Infrastructure Law, but there’s still much work to do.",opportunity,risk,0.693300724029541,0,gratitude,0.7945075631141663
Brian ,Schatz,D,HI,-0.443,2024.0,X,37,9.0,1925.0,"Climate change is the biggest threat our planet has ever faced. It requires big, bold action that is equal to the moment. That’s why we passed the Inflation Reduction Act and the Infrastructure Law, which are continuing to deliver climate solutions that will help save our planet.",opportunity,opportunity,0.6632172465324402,1,approval,0.3125446140766144
Brian ,Schatz,D,HI,-0.443,2023.0,X,17,6.0,1923.0,"I’m joining at #COP28 to talk about our bipartisan FOREST Act, which will help drive down deforestation globally and fight climate change. Tune in:",opportunity,opportunity,0.5426995158195496,1,neutral,0.7410236597061157
Chris,Van Hollen,D,MD,-0.39,2024.0,X,40,11.0,3329.0,"As this report shows, every nation must double-down on efforts to fight the climate crisis. Here in the US, we need to pass my Polluters Pay Climate Fund Act to hold polluters accountable & secure more resources for this fight. This is no time to retreat.",opportunity,neutral,0.8144950866699219,0,neutral,0.43296730518341064
Chris,Van Hollen,D,MD,-0.39,2023.0,X,33,8.0,3171.0,The cost of climate change isn't theoretical. We’re already seeing the $$ pile up—from damage caused by extreme weather to the toll pollution takes on our health. That’s why we passed the Inflation Reduction Act & why we must take these threats seriously.,opportunity,risk,0.9824856519699096,0,neutral,0.40884336829185486
Chris,Van Hollen,D,MD,-0.39,2023.0,X,34,13.0,6387.0,"Fighting climate change and creating clean energy jobs go hand in hand. Thanks to POTUSand our work to pass the Inflation Reduction Act, we're tackling the climate crisis head-on — and growing the economy every step of the way.",opportunity,opportunity,0.7961905002593994,1,gratitude,0.9773823618888855
Chuck,Schumer,D,NY,-0.354,2024.0,X,20,6.0,2733.0,"Two years ago today, we made history. When the Inflation Reduction Act was signed into law, Democrats delivered the largest action against climate change ever, good-paying jobs and lower healthcare costs.",opportunity,opportunity,0.7709197402000427,1,neutral,0.23664483428001404
Chuck,Schumer,D,NY,-0.354,2022.0,X,34,11.0,,"The facts are undeniable: Climate change is real and only getting worse. On #EarthDay and every day, we will continue the fight for real action to tackle the climate crisis for good.",opportunity,neutral,0.6519737839698792,0,approval,0.6051750183105469
Chuck,Schumer,D,NY,-0.354,2024.0,X,393,173.0,42300.0,"Democrats are focused on tackling climate change and lowering energy costs. Project 2025, the Trump Plan, would gut our domestic clean energy investments, empower Big Oil and Gas polluters, and fire thousands and thousands of Americans from good-paying, clean energy jobs.",opportunity,neutral,0.5355432629585266,0,neutral,0.7020755410194397
Dan,Sullivan,R,AK,0.495,2024.0,X,30,12.0,2556.0,President Biden thinks climate change is the existential crisis of our time. I actually think it’s the dictators on the march around the globe. Biden’s LNG permitting freeze is a lose-lose on both counts.,risk,risk,0.8090282678604126,1,neutral,0.8045031428337097
Dan,Sullivan,R,AK,0.495,2023.0,X,44,18.0,6321.0,"What’s a higher priority for the U.S. Navy: warfighting & ship building or … climate change? Not exactly a brain-twister for most people, but for President Biden’s nominee to lead policy at the Pentagon—he was just stumped.",risk,neutral,0.7841938138008118,0,confusion,0.4801308512687683
Dan,Sullivan,R,AK,0.495,2024.0,X,44,17.0,5311.0,"President Biden focused his final address to the UN on climate change, while only mentioning Iran twice. If that’s not indicative of the misguided policy priorities of the Biden-Harris administration, I don’t know what is.",risk,neutral,0.8901548981666565,0,confusion,0.855323314666748
Dave ,McMcormick,R,PA,0.538,2024.0,X,47,20.0,7458.0,"The science is clear: climate change is happening, and human activity is one of many contributing factors. That should not be controversial. The key question is what to do about this reality.",opportunity,neutral,0.6170618534088135,0,approval,0.39860740303993225
Dave ,McMcormick,R,PA,0.538,2024.0,X,109,29.0,5707.0,"Through American innovation, we can make PA and our country energy superpowers while mitigating the risk of climate change. I’m a proud conservationist and will always be a good steward of our environment.",opportunity,opportunity,0.7650343775749207,1,admiration,0.7660420536994934
Dave ,McMcormick,R,PA,0.538,2024.0,X,125,45.0,6413.0,Nothing says out of touch like the US Army releasing its climate change strategy before its warfighting strategy. Americans deserve leaders laser focused on their safety at home and abroad — not far-left progressive ideology.,risk,neutral,0.8605000376701355,0,neutral,0.6639782190322876
Elissa,Slotkin,D,MI,-0.358,2021.0,X,33,13.0,,"On Friday, joined me in Mason and at to talk about how we can protect Michigan’s family farms, secure our food supply chains and make sure our farmers are equipped to combat climate change & stay competitive for generations to come.",opportunity,opportunity,0.7874873280525208,1,neutral,0.4694271683692932
Elissa,Slotkin,D,MI,-0.358,2018.0,X,193,102.0,,One piece that stood out during Sunday's debate: @RepMikeBishop's denial of man-made climate change. I believe we need to treat environmental security the way we treat homeland security. But we can't get serious about these issues if we don't acknowledge the facts at hand.,opportunity,neutral,0.547066867351532,0,neutral,0.5838175415992737
Elissa,Slotkin,D,MI,-0.358,2019.0,https://www.legistorm.com/stormfeed/view_rss/1304747/member/3316/title/statement-by-us-rep-elissa-slotkin-on-the-green-new-deal.html,,,,"As someone who helped author the first Pentagon study on the impact that climate change will have on the U.S military, I have long believed we need to bring a strong sense of urgency to the job of addressing this critical issue",opportunity,risk,0.5559910535812378,0,approval,0.4558747112751007
Elizabeth ,Warren,D,MA,-0.747,2024.0,X,399,142.0,49500.0,"The time to accelerate towards a clean energy future is now. My BUILD GREEN Act with will modernize our transportation system, create green union jobs, and safeguard against the dangerous effects of climate change. Congress should pass our bill.",opportunity,opportunity,0.63042813539505,1,optimism,0.3003292679786682
Elizabeth ,Warren,D,MA,-0.747,2019.0,X,14000,2500.0,,"If we want to live in a world with clean air and water, we have to take real action to combat climate change now. I'm proud to join on a #GreenNewDeal resolution to fight for our planet and our kids’ futures.",opportunity,opportunity,0.7291029691696167,1,pride,0.3782355487346649
Elizabeth ,Warren,D,MA,-0.747,2024.0,X,267,80.0,105100.0,"Climate change is an urgent threat, but it also offers a real opportunity: the chance to rebuild our economy with clean energy & create millions of good, union jobs in the process. is doing just that with this Green Bank — an idea I’ve fought hard for. This is a big win.",opportunity,opportunity,0.967985212802887,1,approval,0.5354083180427551
Eric,Schmitt,R,MO,0.97,2024.0,X,38,9.0,2850.0,Biden has prioritized a woke climate agenda at the cost of taxpayer dollars & American jobs.,risk,neutral,0.5527954697608948,0,neutral,0.8164631724357605
Eric,Schmitt,R,MO,0.97,2024.0,X,27,15.0,1880.0,"Divisive DEI policies are hurting military recruitment, and the military's insistence on focusing on ""climate change"" as an existential threat while China increases their shipbuilding capacity is ridiculous.",risk,risk,0.928183615207672,1,annoyance,0.5427317023277283
Eric,Schmitt,R,MO,0.97,2024.0,X,14,6.0,732.0,Biden is doubling down on this climate-alarmist agenda that is responsible for shipping jobs overseas and hollowing out the middle class.,risk,neutral,0.4874675571918487,0,neutral,0.8538292050361633
Jacky,Rosen,D,NV,-0.248,2023.0,X,29,12.0,2528.0,Nevadans know the impact climate change has had on our state – from extreme heat to deadly drought and wildfires. I'm proud to receive ’s Climate Change-Maker award for my leadership in combating the climate crisis and supporting our transition to clean energy.,opportunity,neutral,0.4815927445888519,0,admiration,0.43812841176986694
Jacky,Rosen,D,NV,-0.248,2024.0,X,18,5.0,2310.0,"The climate crisis has very real impacts in Nevada. I was proud to help secure the largest investment in U.S. history to combat climate change and support clean energy, but we can't stop there. We must keep taking action to protect our planet.",opportunity,opportunity,0.9435873031616212,1,pride,0.3113786578178406
